SOURCE_ID,DATE,PERMITTED_ACRES,COMPLETED_ACRES,PILE_VOLUME,BURN_NAME,ENTITY_REQUESTING,LAT_PERMIT,LON_PERMIT,BURN_STATUS
2023-263,NA,NA,0,1500,Teton Basin Piles,USFS,43.6736,-110.99528,Incomplete
2023-264,NA,1714,0,NA,Hill Creek Prescribed Fire,USFS,43.69623,-111.01508,Incomplete
2023-265,NA,72,0,NA,Alpine Prescribed Fire,USFS,43.18361,-111.01172,Incomplete
2023-266,NA,NA,0,13000,Alpine Piles,USFS,43.18361,-111.01172,Incomplete
2023-267,NA,40,0,NA,Rapid Creek Prescribed Fire,USFS,43.7169,-111.02617,Incomplete
2023-268,2023-03-29,327,327,NA,Clay Spur RX,USDA Forest Service,44.03754,-104.41342,Complete
2023-269,NA,500,0,NA,Devil's Canyon,BLM,44.94393,-108.14987,Incomplete
2023-270,2023-05-30,500,500,NA,Short Fork,BLM,44.23091,-109.10413,Complete
2023-271,NA,NA,0,20420,Long Creek,Wyoming State Forestry Division,43,-109.82425,Incomplete
2023-272,NA,NA,0,107824,Heald Road,Wyoming State Forestry Division - District 5,44.702,-105.219,Incomplete
2023-273,2023-02-01,NA,NA,84580,Rome Hill Rd,Wyoming State Forestry Division - District 5,43.967,-107.105,Complete
2023-274,NA,4246,0,NA,Upper Clarks Fork RX,USFS- Shoshone National Forest,44.95361,109.75361,Incomplete
2023-275,NA,NA,0,80000,Twin Pine Bison Ranch,Twin Pine Bison Ranch,42.3128,-105.247,Incomplete
2023-276,NA,1000,0,NA,Pole Mountain RX,US Forest Service,41.113971,-105.194599,Incomplete
2023-277,NA,2500,0,NA,Moskee,USFS,44.23395,-104.07622,Incomplete
2023-278,NA,NA,0,17105.67,Loop Road 4,USFS/Washak ie Ranger District,42.54567,-108.77795,Incomplete
2023-279,NA,NA,0,21382.08,Loop Road 56,USFS/Washak ie Ranger District,42.5386,-108.77919,Incomplete
2023-280,NA,NA,0,25658.5,Loop Road 22,USFS/Washak ie Ranger District,42.5386,-108.77613,Incomplete
2023-281,NA,NA,0,8522.83,Loop Road 73,USFS/Washak ie Ranger District,42.69595,-108.9094,Incomplete
2023-282,NA,NA,0,34211.33,Loop Road 70B,USFS/Washak ie Ranger District,42.69914,-108.90316,Incomplete
2023-283,NA,NA,0,6414.620000000001,Loop Road 36B,USFS/Washak ie Ranger District,42.69694,-108.92409,Incomplete
2023-284,NA,NA,0,14967.46,Loop Road 40,USFS/Washak ie Ranger District,42.69914,-108.91035,Incomplete
2023-285,NA,NA,0,34211.33,Loop Road 13,USFS/Washak ie Ranger District,42.67786,-108.87257,Incomplete
2023-286,2023-04-18,NA,NA,1250,Blackrock Admin Piles,USDA Forest Service -Bridger-Teton NF,43.82955,-110.34488,Complete
2023-287,NA,NA,0,NA,Beaver Creek Slope,BLM,43.70172,-106.9771,Incomplete
2023-288,2023-04-29,NA,NA,150000,Casper Mountain Slash Pile Burn 2022,Casper Mountain Fire Dept.,42.73,-106.32,Complete
2023-289,2023-04-28,100,100,NA,Bucket Drop 2023,Camp Guernsey Fire Department,42.42454,-104.8046,Complete
2023-290,NA,NA,0,20000,JHMR 2023,Jackson Hole Mountain Resort,43.6,-110.832,Incomplete
2023-291,NA,NA,0,125663.70999999999,Coal Creek,USFS,42.54257,-110.51023,Incomplete
2023-292,NA,NA,0,10000,Kelly Pit Slash,Grand Teton National Park,43.62167,110.63519,Incomplete
2023-293,NA,NA,0,NA,Porcupine,True companies,43.62494,-105.49439,Incomplete
2023-294,NA,1978,0,NA,Torrey Rim,Shoshone National Forest,43.43659,-109,Incomplete
736,2011-10-14,250,250,NA,Pile Burning 2011,USDA-USFS-Bridger Teton NF,NA,NA,Complete
1094,2012-11-09,290,290,NA,Pile Burning,USDA-USFS-Bridger-Teton NF-Moran RD,NA,NA,Complete
1325,NA,5,0,NA,Pile Burning,USDA-USFS-Caribou-Targhee NF-Driggs RD,NA,NA,Incomplete
1352,NA,180,0,NA,Pile Burning,USDA-USFS-Bridger-Teton NF-Moran RD,NA,NA,Incomplete
811,NA,100,0,59,West Zone Piles,USDA-USFS-Bridger-Teton NF-Greys River/Kemmerer RD,NA,NA,Incomplete
1454,NA,475,0,NA,Burner Rx,USDA - USFS: Bearlodge Ranger District,44.467777,-104.406666,Incomplete
792,2011-05-02,6870,6870,NA,Marking Pen Creek Prescribed Burn,USDI-BLM-High Desert District (Rawlins Field Office),48.13826111,-106.9098694,Complete
1118,2012-03-23,2000,2000,NA,Marking Pen Creek Prescribed Burn,USDI-BLM-High Desert District (Rawlins Field Office),48.13826111,-106.9098694,Complete
429,2008-04-27,4200,4200,NA,West Slope Habitat Enhancement Prescribed Burn,USDI-BLM-North Zone-Worland (Cody Field Office),46.5,-109.0666667,Complete
764,NA,450,0,NA,Yellow Hill-Park Service,USDA-USFS-Big Horn NF-Lovell RD,44.99722222,-108.2552778,Incomplete
524,NA,450,0,NA,Yellow Hill,USDA-USFS-Big Horn NF-Medicine Wheel/Paintrock RD,44.99362889,-108.2528344,Incomplete
1395,2013-03-13,150,150,NA,Little Mountain/Moss Ranch Prescribed Burn,USDI-BLM-Wind River/Bighorn Basin District (Cody Field Office),44.963707,-108.0974576,Complete
1318,NA,10,0,2517400,Hunter Peak TS 2013,USDA-USFS-Shoshone NF-Wapiti RD,44.95583333,-109.8086111,Incomplete
1355,NA,800,0,NA,WGFD Kerns Habitat Area,Wyoming Game and Fish Department,44.95368294,-107.560891,Incomplete
1670,NA,5,0,16193,Lost Lake FSRD 130,NA,44.950826,-109.733753,Incomplete
943,2011-11-22,7,7,17284,Lily Lake Campground 2012,USDA-USFS-Shoshone NF-Wapiti RD,44.945,-109.7138889,Complete
944,2011-11-17,14,14,18400,Beartooth Campground 2012,USDA-USFS-Shoshone NF-Wapiti RD,44.94388889,-109.5911111,Complete
1732,2015-01-15,2,2,148625,Hunter Peak TS,USDI-NPS-Yellowstone NP,44.94,-109.78,Complete
1894,2015-12-23,25,25,1286075,Hunter Peak TS,USDA-USFS-Shoshone NF,44.94,-109.78,Complete
1675,NA,2,0,148625,Hunter Peak TS,USDA-USFS Shoshone National Forest,44.937378,-109.78314,Incomplete
761,2011-09-20,100,100,NA,Polecat Bench Prescsribed Burn,USDI-BLM-Wind River/Big Horn Basin District (Cody Field Office),44.9368543,-108.7732336,Complete
1083,NA,100,0,NA,Polecat Bench Prescribed Burn,USDI-BLM-Wind River/Big Horn Basin District (Cody Field Office),44.9368543,-108.7732336,Incomplete
1565,2014-04-08,200,200,NA,North Little Mountain Prescribed Burn,USDI-BLM-Cody Field Office,44.9348757,-108.1577268,Complete
1566,NA,50,0,NA,Little Mountain/Moss Ranch Prescribed Burn,USDI-BLM-Cody Field Office,44.9347782,-108.117379,Incomplete
1672,NA,5,0,13389,Lost Lake FSRD 188,USDA-USFS Shoshone National Forest,44.934356,-109.705043,Incomplete
1804,NA,800,0,NA,Upper Clarks Fork,USDA-USFS-Shoshone NF-Wapiti RD,44.93,-109.71,Incomplete
2013,NA,800,0,NA,Upper Clarks Fork RX,USDA-USFS-Shoshone NF,44.93,-109.71,Incomplete
2084,NA,800,0,NA,Upper Clarks Fork,US Forest Service,44.93,-109.71,Incomplete
3033,2016-11-30,5,5,12821,FSRD188,USDA-USFS-Shoshone NF,44.93,-109.71,Complete
3112,NA,800,0,NA,Upper Clarks Fork,USDA-USFS-Shoshone NF-Greybull RD,44.93,-109.71,Incomplete
3320,NA,800,0,NA,Upper Clarks Fork,USDA-USFS-Shoshone NF-Greybull RD,44.93,-109.71,Incomplete
3433,2019-04-19,800,800,NA,Upper Clarks Fork,USDA-USFS-Shoshone NF-Wapiti RD,44.93,-109.71,Complete
3592,NA,800,0,NA,Upper Clarks Fork,USDA-USFS-Shoshone NF-Wapiti RD,44.93,-109.71,Incomplete
3766,2021-04-21,800,800,NA,Upper Clark Fork,NA,44.93,-109.71,Complete
1634,2014-09-24,800,800,NA,Upper Clarks Fork,USDA-USFS-Shoshone NF-Clarks Fork RD,44.926111,-109.7108333,Complete
1123,2012-04-03,1913,1913,NA,Upper Clarks Fork Prescribed Burn 2012,USDA-USFS-Shoshone NF-Wapiti RD,44.92305556,-109.7186111,Complete
1082,NA,200,0,NA,North Little Mountain Prescribed Burn,USDI-BLM-Wind River/Big Horn Basin District (Cody Field Office),44.9204801,-108.137501,Incomplete
1396,2013-03-28,200,200,NA,North Little Mountain Prescribed Burn,USDI-BLM-Wind River/Bighorn Basin District (Cody Field Office),44.9204801,-108.137501,Complete
758,NA,200,0,NA,North Little Mountain Prescribed Burn,USDI-BLM-Wind River/Big Horn Basin District (Cody Field Office),44.9204706,-108.1578125,Incomplete
1766,NA,50,0,NA,Polecat Bench Prescribed Burn,USDI-BLM-Cody Field Office,44.92,-108.78,Incomplete
3883,2021-10-25,30,30,562500,Crater Ridge Landing Piles,USDA-USFS-Bighorn NF-Medicine Wheel/Paintrock RD,44.92,-107.78,Complete
1081,2012-04-18,200,200,NA,Little Mountain/Moss Ranch Prescribed Burn,USDI-BLM-Wind River/Big Horn Basin District (Cody Field Office),44.9195455,-107.9556466,Complete
766,NA,1260,0,NA,Devil's Canyon,USDA-USFS-Big Horn NF-Lovell RD,44.91833333,-107.9680556,Incomplete
1066,2012-03-30,1260,1260,NA,Devil's Canyon,USDA-USFS-Big Horn NF-Lovell RD,44.91833333,-107.9680556,Complete
1370,NA,1260,0,NA,Devil's Canyon,USDA-USFS-Bighorn NF-Medicine Wheel/Paintrock RD,44.91833333,-107.9680556,Incomplete
1441,NA,180,0,NA,Polecat Bench Prescribed Burn,USDI-BLM-Wind River Bighorn Basin District (Cody Field Office),44.915,-108.7836111,Incomplete
1564,NA,120,0,NA,Polecat Bench Prescribed Burn,USDI-BLM-Cody Field Office,44.915,-108.7836111,Incomplete
1101,NA,800,0,NA,WGFD Kerns Habitat Area,Wyoming Game and Fish Department,44.9080213,-107.6040432,Incomplete
1733,2015-10-13,0,NA,18000,Kirwin,USDI-NPS-Yellowstone NP,44.88,-109.29,Complete
3299,2018-04-21,900,900,NA,West Slope Riparian Prescribed Burn,USDI-BLM-Cody Field Office,44.88,-108.08,Complete
609,NA,37,0,85000,Beartrap Piles,USDA-USFS-Big Horn NF-Tongue RD,44.871,-107.7,Incomplete
1811,NA,50,0,NA,Amsden Creek WHMA Rx Burn 2015,Wyoming Game and Fish Dept.,44.87,-107.34,Incomplete
3144,2017-03-29,500,500,NA,West Slope Riparian Prescribed Burn,USDA-USFS-Shoshone NF-Wind River RD,44.87,-108.09,Complete
768,NA,300,0,NA,Mexican Hill,USDA-USFS-Big Horn NF-Lovell RD,44.86583333,-107.9805556,Incomplete
1068,NA,300,0,NA,Mexican Hill,USDA-USFS-Big Horn NF-Lovell RD,44.86583333,-107.9805556,Incomplete
3822,NA,60,0,NA,Yellowtail RX,USDI-BLM-Cody Field Office,44.86,-108.08,Incomplete
3369,NA,11,0,384,Cottonwood Creek,USDI-BLM-Cody Field Office,44.86,-108.08,Incomplete
2023,2016-03-19,200,200,NA,West Slope Habitat Enhancement Prescribed Burn,USDI-BLM-Cody Field Office,44.86,-108.07,Complete
3034,2016-12-13,5,5,669400,Twin Lakes TS,USDA USFS Shoshone National Forest,44.86,-109.01,Complete
3462,2019-01-29,11,11,38400,Cottonwood Creek,USDI-BLM-Cody Field Office,44.86,-108.08,Complete
3471,NA,180,0,NA,Yellowtail RX,USDI-BLM-Cody Field Office,44.86,-108.08,Incomplete
3588,2020-03-09,180,180,NA,Yellowtail RX,USDI-BLM-Cody Field Office,44.86,-108.08,Complete
3664,NA,277,0,NA,Sugar Loaf RX,Forest Service,44.86,-109.53,Incomplete
3763,NA,277,0,NA,Sugarloaf RX,NA,44.86,-109.52,Incomplete
965,2011-12-06,3,3,27765,Squaw Creek Piles 2012,USDA-USFS-Shoshone NF-Cody RD,44.84722222,-109.6358333,Complete
963,2012-01-10,102,102,2849000,Reef Creek Timber Sale Piles 2012,USDA-USFS-Shoshone NF-Wapiti RD,44.84361111,-109.5725,Complete
1322,NA,9,0,993500,Reef Creek TS 2013,USDA-USFS-Shoshone NF-Wapiti RD,44.84361111,-109.5725,Incomplete
3135,2017-11-17,NA,NA,780007,Garland,USDA-USFS-Bighorn NF-Tongue RD,44.84,-107.53,Complete
1391,NA,NA,0,80000,MOAB,Sheridan VA Medical Center,44.83444,-106.99152,Incomplete
1585,2014-10-31,400,400,NA,Skull Ridge Unit,USDA-USFS-Bighorn NF-Tongue RD,44.83194444,-107.4302778,Complete
1393,2013-03-14,300,300,NA,West Slope Habitat Enhancement Prescribed Burn,USDI-BLM-Wind River/Bighorn Basin District (Cody Field Office),44.8313446,-108.197971,Complete
760,2011-04-28,200,200,NA,Little Mountain/Moss Ranch Prescribed Burn,USDI-BLM-Wind River/Big Horn Basin District (Cody Field Office),44.831254,-108.0563934,Complete
3775,NA,NA,0,135021,Porcupine Landing,NA,44.83,-107.86,Incomplete
3691,NA,NA,0,135021,Porcupine Landing Piles,NA,44.83,-107.86,Incomplete
1798,2015-11-23,5,5,28500,Porcupine Piles,USDA-USFS-Bighorn NF,44.83,-107.84,Complete
1929,2016-10-19,4,4,104100,Porcupine Piles,USDA-USFS-Bighorn NF-Medicine Wheel/Paintrock RD,44.83,-107.84,Complete
3121,2017-10-31,4,4,104100,Porcupine Piles,USDA-USFS-Bighorn NF-Medicine Wheel/Paintrock RD,44.83,-107.84,Complete
3435,NA,NA,0,NA,Chief Joseph Area Piles,USDA-USFS-Shoshone NF-Wapiti RD,44.83,-109.63,Incomplete
3594,NA,NA,0,NA,Chief Joseph Area Piles,USDA-USFS-Shoshone NF-Wapiti RD,44.83,-109.63,Incomplete
3768,NA,NA,0,13696,Chief Joeseph,NA,44.83,-109.63,Incomplete
1461,NA,7,0,48252,Porcupine Piles,USDA: USFS - BHNF,44.8280056,-107.8448111,Incomplete
1603,2014-11-12,5,5,8500,Porcupine Piles,USDA-USFS-Bighorn NF-Medicine Wheel/Paintrock RD,44.82800556,-107.8448111,Complete
1236,2012-11-13,5,5,8500,Porcupine Piles,USDA-USFS-Big Horn NF-Lovell RD,44.82800556,-107.8448111,Complete
1782,NA,116,0,NA,Fool Creek Basin,USDA-USFS-Bighorn NF-Tongue RD,44.82,-107.56,Incomplete
1996,NA,116,0,NA,Fool Creek Basin,USDA-USFS-Bighorn NF-Tongue RD,44.82,-107.56,Incomplete
1583,NA,116,0,NA,Fool Creek Basin,USDA-USFS-Bighorn NF-Tongue RD,44.81805556,-107.5641667,Incomplete
1569,NA,300,0,NA,West Slope Habitat Enhancement Prescribed Burn,USDI-BLM-Cody Field Office,44.8167037,-108.015778,Incomplete
1587,2014-10-08,166,166,NA,Twin Buttes 3,USDA-USFS-Bighorn NF-Tongue RD,44.81611111,-107.4858333,Complete
1586,2014-05-19,100,100,NA,Twin Buttes 2,USDA-USFS-Bighorn NF-Tongue RD,44.81222222,-107.5038889,Complete
1416,2013-05-13,188,188,NA,Twin Buttes,USDA-USFS-Bighorn NF-Tongue RD,44.80916667,-107.5144444,Complete
1584,NA,309,0,NA,Schuler Unit,USDA-USFS-Bighorn NF-Tongue RD,44.80305556,-107.6008333,Incomplete
1781,NA,309,0,NA,Schuler Unit,USDA-USFS-Bighorn NF-Tongue RD,44.8,-107.6,Incomplete
1995,2016-10-23,309,309,NA,Schuler Unit,USDA-USFS-Bighorn NF-Tongue RD,44.8,-107.6,Complete
3158,NA,309,0,NA,Schuler Unit,USDA-USFS-Bighorn NF-Tongue RD,44.8,-107.6,Incomplete
3342,NA,309,0,NA,Schuler Unit,USDA-USFS-Bighorn NF-Tongue RD,44.8,-107.6,Incomplete
3504,NA,309,0,NA,Schuler Unit,USDA-USFS-Bighorn NF-Tongue RD,44.8,-107.6,Incomplete
923,2011-10-13,15,15,76800,Burgess Work Center Piles,USDA-USFS-Big Horn NF-Tongue RD,44.78972222,-107.5308333,Complete
1406,NA,1288,0,NA,Planting Rx,USDA-USFS-Black Hills NF-Bearlodge RD,44.770775,-104.3477222,Incomplete
1249,2012-11-20,12,12,3461,Voss Hand Piles,USDA-USFS-Big Horn NF-Tongue RD,44.77055556,-107.5088889,Complete
3622,2020-02-05,NA,NA,1047721,Johnson Creek,USDA-USFS-Bighorn NF-Tongue RD,44.77,-107.43,Complete
3800,2021-03-05,NA,NA,84301,South Tongue,USDA-USFS-Bighorn NF-Tongue RD,44.77,-107.47,Complete
799,NA,60,0,NA,Garden of the Gods (Tongue AMP),USDA-USFS-Big Horn NF-Tongue RD,44.7684,-107.6103,Incomplete
3774,NA,5285,0,NA,Beavers Creek North,NA,44.76,-107.75,Incomplete
3134,NA,5285,0,NA,Beaver Creek North,USDA-USFS-Bighorn NF-Medicine Wheel/Paintrock RD,44.76,-107.75,Incomplete
3496,NA,5285,0,NA,Beaver Creek North,USDA-USFS-Bighorn NF-Medicine Wheel/Paintrock RD,44.76,-107.75,Incomplete
3626,NA,5285,0,NA,Beaver Creek North,USDA-USFS-Shoshone NF-Greybull RD,44.76,-107.75,Incomplete
641,2009-12-03,7,7,48016,Dead Indian Communications Site Piles,USDA-USFS-Shoshone NF-Wapiti RD,44.75444444,-109.3755556,Complete
1735,2015-01-22,6,6,13485,Elk Creek,USDA-USFS-Shoshone NF-Washakie RD,44.75,-109.45,Complete
1892,NA,5,0,35177,Elk Creek,USDA-USFS-Shoshone NF,44.75,-109.45,Incomplete
1966,2016-02-02,5,5,35177,Elk Creek,USDA-USFS-Shoshone NF-Wapiti RD,44.75,-109.45,Complete
3032,NA,5,0,28390,Elk Creek,USDA-USFS Shoshone National Forest,44.75,-109.45,Incomplete
3137,2016-12-12,5,5,28390,Elk Creek,USDA-USFS-Shoshone NF-Wapiti RD,44.75,-109.45,Complete
1671,NA,6,0,13485,Elk Creek,USDA-USFS Shoshone National Forest,44.74561,-109.446369,Incomplete
1792,2015-03-27,333,333,NA,Bald Ridge II Units 1&2,USDI-NPS-Yellowstone NP,44.74,-109.38,Complete
1837,NA,314,0,NA,Bald Ridge II Units 3&4,USDI-NPS-Yellowstone NP,44.74,-109.37,Incomplete
2012,NA,482,0,NA,"Bald Ridge II Units 1, 3, & 4",USDA-USFS-Shoshone NF,44.74,-109.37,Incomplete
2083,NA,660,0,NA,Bald Ridge II,USDA-USFS-Shoshone NF,44.74,-109.37,Incomplete
3111,NA,660,0,NA,Bald Ridge,USDA-USFS-Shoshone NF-Greybull RD,44.74,-109.38,Incomplete
3114,2017-01-26,120,120,15708,Buckley Timber Sale Machine Pile Disposal,USDA-USFS-Black Hills NF-Bearlodge RD,44.74,-104.41,Complete
3319,2018-10-23,660,660,NA,Bald Ridge II,USDA-USFS-Shoshone NF-Clarks Fork RD,44.74,-109.37,Complete
3432,2019-04-19,660,660,NA,Bald Ridge II,USDA-USFS-Shoshone NF-Wapiti RD,44.74,-109.38,Complete
3591,2020-11-05,660,660,NA,Bald Ridge II,USDA-USFS-Shoshone NF-Wapiti RD,44.74,-109.38,Complete
3765,2021-11-09,660,660,NA,Bald Ridge II,NA,44.74,-109.37,Complete
3072,2017-01-23,180,180,53000,New Haven Forest Management,USDI-BLM-Newcastle Field Office,44.73,-104.82,Complete
708,2011-01-04,191,191,987973,Henry Mill TS Piles,USDA-USFS-Shoshone NF-Wapiti RD,44.72333333,-109.3808333,Complete
1779,NA,189,0,NA,Bull Creek 1,USDA-USFS-Bighorn NF-Tongue RD,44.72,-107.61,Incomplete
1951,2016-12-13,18,18,232675,Beam TS,USDA-USFS-Shoshone NF-Wapiti RD,44.72,-109.59,Complete
1890,NA,18,0,232675,Beam TS,USDA-USFS-Shoshone NF,44.72,-109.59,Incomplete
1893,NA,1,0,280000,Henry Mill TS,USDA-USFS-Shoshone NF,44.72,-109.39,Incomplete
1967,NA,1,0,280000,Henry Mill TS,USDA-USFS-Shoshone NF-Wapiti RD,44.72,-109.39,Incomplete
1993,NA,189,0,NA,Bull Creek 1,USDA-USFS-Bighorn NF-Tongue RD,44.72,-107.61,Incomplete
3799,2021-04-29,NA,NA,NA,Parks Braodcast,NA,44.72,-105.52,Complete
1581,NA,189,0,NA,Bull Creek 1,USDA-USFS-Bighorn NF-Tongue RD,44.71944444,-107.6094444,Incomplete
1317,NA,7,0,234720,Henry Mill TS 2013,USDA-USFS-Shoshone NF-Wapiti RD,44.71916667,-109.3827778,Incomplete
960,2011-12-21,57,57,189373,Henry Mill Timber Sale Piles 2012,USDA-USFS-Shoshone NF-Cody Ranger District,44.71916667,-109.3827778,Complete
1259,NA,7,0,234720,Henry Mill TS 2012a,USDA-USFS-Shoshone NF-Wapiti RD,44.71916667,-109.3827778,Incomplete
1121,NA,100,0,NA,Dead Indian Unit 3 Prescribed Burn 2012,USDA-USFS-Shoshone NF-Wapiti RD,44.71861111,-109.4147222,Incomplete
1673,NA,1,0,243000,NA,USDA-USFS Shoshone National Forest,44.718444,-109.386697,Incomplete
1502,2014-01-06,3,3,337250,Bald Ridge East TS Piles 2014,USDA-USFS-Shoshone NF-Wapiti RD,44.71305556,-109.3797222,Complete
1314,NA,4,0,348660,Bald Ridge East 2013,USDA-USFS-Shoshone NF-Wapiti RD,44.71305556,-109.3797222,Incomplete
957,2011-12-21,88,88,204444,Bald Ridge East Timber Sale Piles 2012,USDA-USFS-Shoshone NF-Cody RD,44.71305556,-109.3797222,Complete
1255,NA,4,0,348660,Bald Ridge East 2012a,USDA-USFS-Shoshone NF-Wapiti RD,44.71305556,-109.3797222,Incomplete
709,2011-01-04,341,341,1748891,Bald Ridge East TS Piles (amended 12-20-2010),USDA-USFS-Shoshone NF-Wapiti RD,44.7125,-109.375,Complete
3711,NA,30,0,NA,Beaver Creek Pile,USDI-BLM-Cody Field Office,44.71,-107.73,Incomplete
3031,2016-12-13,2,2,433800,Bald Ridge TS Piles,USDA USFS Shoshone National Forest,44.71,-109.38,Complete
1503,2014-01-06,4,4,28075,Beam TS Piles 2014,USDA-USFS-Shoshone NF-Wapiti RD,44.70777778,-109.6383333,Complete
1667,NA,2,0,215950,Bald Ridge East TS,NA,44.706125,-109.380701,Incomplete
1582,NA,39,0,NA,Bull Creek 2,USDA-USFS-Bighorn NF-Tongue RD,44.7025,-107.6066667,Incomplete
1135,2012-05-15,222,222,NA,"Woodrock Clear-cut Units 1, 2, 2.1, 3 & 4",USDA-USFS-Big Horn NF-Tongue RD,44.70222222,-107.4269444,Complete
1546,NA,4,0,28651,Heald Road,Wyoming State Forestry Division,44.70086667,-105.2172833,Incomplete
1309,NA,80,0,64000,Heald Road,Wyoming State Forestry Division,44.70086667,-105.2172833,Incomplete
780,NA,80,0,64000,Heald Road,Wyoming State Forestry Division,44.70001444,-105.2166769,Incomplete
3873,NA,157,0,NA,Beaver Creek Piles,NA,44.7,-107.84,Incomplete
1780,NA,39,0,NA,Bull Creek 2,USDA-USFS-Bighorn NF-Tongue RD,44.7,-107.61,Incomplete
1994,NA,39,0,NA,Bull Creek 2,USDA-USFS-Bighorn NF-Tongue RD,44.7,-107.61,Incomplete
3220,2017-11-07,206,206,24465,Woodrock Timber Sale Hand Piles,USDA-USFS-Bighorn NF-Tongue RD,44.69,-107.45,Complete
3287,NA,NA,0,75000,Spring Creek,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,44.69,-105.19,Incomplete
3292,2018-01-17,NA,NA,75000,Spring Creek,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,44.69,-105.19,Complete
3461,NA,160,0,NA,Spring Creek Veg Pile Burn,USDA-USFS-Shoshone NF-Wind River RD,44.69,-105.19,Incomplete
3605,NA,160,0,75000,Spring Creek Veg Pile Burn,USFS,44.69,-105.19,Incomplete
1224,NA,206,0,24465,Woodrock Timber Sale Hand Piles,USDA-USFS-Big Horn NF-Tongue RD,44.68638889,-107.4522222,Incomplete
1386,2013-02-15,206,206,24465,Woodrock Timber Sale Machine Piles,USDA-USFS-Bighorn NF-Tongue RD,44.68638889,-107.4522222,Complete
1755,2015-09-22,7427,7427,NA,Beaver Creek South,USDA-USFS-Bighorn NF,44.68,-107.68,Complete
1978,2016-01-26,NA,NA,536859,Woodrock,USDA-USFS-Bighorn NF-Tongue RD,44.68,-107.42,Complete
2001,NA,7427,0,NA,Beaver Creek South,USDA-USFS-Bighorn NF,44.68,-107.68,Incomplete
1568,NA,50,0,NA,West Slope Riparian Prescribed Burn,USDI-BLM-Cody Field Office,44.6722938,-107.8107208,Incomplete
1597,NA,107,0,NA,Woodrock Clear-cut Units 10 & 12,USDA-USFS-Bighorn NF-Tongue RD,44.66555556,-107.4591667,Incomplete
1632,NA,175,0,NA,North End Rx,USDA-USFS-Black Hills NF-Bearlodge RD,44.6625,-104.3472222,Incomplete
1850,NA,175,0,NA,North End Rx – Units 3 & 4,USDA-USFS-Black Hills NF-Bearlodge RD,44.66,-104.35,Incomplete
2088,NA,175,0,NA,North End Rx,USDA-USFS-Black Hills NF-Bearlodge RD,44.66,-104.35,Incomplete
1419,NA,58,0,NA,Woodrock Clear-cut Units 12 & 14,USDA-USFS-Bighorn NF-Tongue RD,44.65472222,-107.4719444,Incomplete
3773,NA,7142,0,NA,Beaver Creek South,NA,44.65,-107.68,Incomplete
1812,NA,1400,0,NA,Prospect/Cedar,USDA-USFS-Bighorn NF-Tongue RD,44.65,-107.52,Incomplete
1997,NA,1400,0,NA,Prospect/Cedar 1 & 2,USDA-USFS-Bighorn NF-Tongue RD,44.65,-107.52,Incomplete
3119,NA,7142,0,NA,Beaver Creek South,USDA-USFS-Shoshone NF-Greybull RD,44.65,-107.68,Incomplete
3184,NA,1400,0,NA,Prospect/Cedar,USDA-USFS-Bighorn NF-Tongue RD,44.65,-107.52,Incomplete
3341,NA,1400,0,NA,Prospect/Cedar,USDA-USFS-Bighorn NF-Tongue RD,44.65,-107.52,Incomplete
3497,NA,7142,0,NA,Beaver Creek South,NA,44.65,-107.68,Incomplete
