SOURCE_ID,DATE,PERMITTED_ACRES,COMPLETED_ACRES,PILE_VOLUME,BURN_NAME,BURNTYPE_REPORTED,ENTITY_REQUESTING,LAT_PERMIT,LON_PERMIT,BURN_STATUS
1006801,2008-09-01,535,229,0,425,Broadcast,Federal,35.16858,-108.0581,Complete
1006803,2008-09-01,13050,1712,0,East Magdalena,Broadcast,Federal,34.0186,-107.085,Complete
1006805,2008-03-01,792,793,0,Cerritos Gap,Broadcast,Federal,34.9708,-108.0417,Complete
1006806,2008-03-01,10000,1500,0,XT,Broadcast,Federal,31.6481,-108.7697,Complete
1006807,2008-03-01,3500,885,0,Wild Lorenzo,Broadcast,U.S. Fish and Wildlife Service,34.2486,-107.0461,Complete
1006808,2008-03-01,6600,2800,0,San Diego RX,Broadcast,Federal,35.7192,-106.8038,Complete
1006811,2008-03-01,650,320,0,Walker Flats,Broadcast,Federal,36.0091,-105.4569,Complete
1006812,2008-06-01,675,675,0,Tobosa Flats,Broadcast,Federal,32.1735,-104.3989,Complete
1006814,2008-06-01,58,58,0,Water Tank East,Broadcast,Federal,32.1743,-104.4536,Complete
1006815,2008-06-01,107,70,0,Water Tank West,Broadcast,Federal,32.1714,-104.4651,Complete
1006829,2008-03-01,200,130,0,HQ - 41,Broadcast,Federal,35.7806,-106.2737,Complete
1006832,2008-06-01,138,138,0,Montes RX Burn,Broadcast,Federal,36.0526,-105.6173,Complete
1006833,2008-06-01,600,520,0,West Entranas,Broadcast,Federal,36.0671,-105.7777,Complete
1006834,2008-03-01,331,331,0,Baston Springs,Broadcast,Federal,33.3124,-105.615,Complete
1006837,2008-09-01,125,120,0,Vallecitos Rx.,Broadcast,Federal,36.2556,-105.5816,Complete
1006841,2008-09-01,130,130,0,Turkey Park,Broadcast,Federal,36.0671,-105.5638,Complete
1006843,2008-09-01,1200,1200,0,lagunitas Meadow RX,Broadcast,Federal,36.8981,-106.2667,Complete
1006844,2008-03-01,1000,20,0,Nosker,Broadcast,Federal,33.4269,-105.4775,Complete
1006846,2008-03-01,1098,1113,0,Agua Fria,Broadcast,Federal,34.9774,-108.0229,Complete
1006847,2008-09-01,95,100,0,Mesita,Broadcast,Federal,36.48769,-106.4641,Complete
1006848,2008-09-01,1400,50,0,Wind Mtn Sage Sec 5,Broadcast,Bureau of Land Management,36.6908,-105.9014,Complete
1006849,2008-03-01,20000,1600,0,Chaparral RX,Broadcast,Federal,35.9207,-106.7508,Complete
1006850,2008-09-01,200,200,0,Red Canyon Rx,Broadcast,Federal,34.61639,-106.3847,Complete
1006853,2008-09-01,700,70,0,Eureka Mesa RX,Broadcast,Federal,36.0068,-106.8565,Complete
1006861,2008-09-01,51,0.5,640,unit 18-BE,Broadcast,Federal,33.7993,-106.8751,Complete
1006862,2008-03-01,361,356,0,Ultima RX,Broadcast,Federal,34.5742,-106.3728,Complete
1006879,2008-06-01,250,65,8000,#29,Broadcast,Private,36.0934,-103.0516,Complete
1006880,2008-06-01,125,65,8000,#23,Broadcast,Private,36.2103,-103.0516,Complete
1006902,2008-03-01,320,160,0,JM Cates Ranch,Broadcast,Private,36.7779,-103.0987,Complete
1006904,2008-03-01,152,150,0,Ethridge CRP,Broadcast,Private,36.3733,-103.172,Complete
1006906,2008-09-01,130,135,0,Spur Ranch,Broadcast,Private,33.8422,-107.14,Complete
1006911,2009-03-01,6000,2900,0,Mesa Chivato Project,Broadcast,Federal,35.5307,-107.3365,Complete
1006918,2009-03-01,10000,3250,0,Eckleberger RX,Broadcast,Federal,33.58028,-108.5819,Complete
1006942,2009-03-01,40000,21681,0,Fullerton-Shaw,Broadcast,Federal,33.7296,-108.1508,Complete
1006944,2009-03-01,6221,2500,0,Upper Taylor,Broadcast,Federal,33.91667,-106.125,Complete
1006954,2009-03-01,7000,5500,0,La Sotella,Broadcast,Federal,36.04,-106.16,Complete
1006955,2009-03-01,2697,2697,0,Lincoln-Terry,Broadcast,Federal,33.0181,-108.0289,Complete
1006957,2009-03-01,5000,3350,0,Mertz Ranch,Broadcast,Federal,34.6454,-107.7907,Complete
1006965,2009-03-01,307,231,0,Fuentes Rx Burn,Broadcast,Federal,36.1976,-105.6173,Complete
1006966,2009-03-01,3500,62,0,Mesa Camino,Broadcast,Federal,36.25528,-106.6775,Complete
1006967,2009-03-01,400,45,0,Gallina WUI,Broadcast,Federal,36.20889,-106.8206,Complete
1006971,2009-03-01,600,525,0,East Encerrito,Broadcast,Federal,34.9516,-107.9313,Complete
1006974,2009-03-01,400,342,0,Hunter Marsh RX,Broadcast,Federal,35.5772,-104.3694,Complete
1006976,2009-03-01,2555,2555,0,McGruder,Broadcast,Bureau of Land Management,32.3894,-104.3669,Complete
1006977,2009-03-01,3430,3297,0,Holt Tank,Broadcast,Bureau of Land Management,32.6542,-104.8244,Complete
1006979,2009-03-01,15000,808,0,Chaparral RX,Broadcast,Federal,35.9207,-106.7508,Complete
1006980,2009-03-01,1133,1133,0,Bixler West,Broadcast,Federal,36.7688,-107.242,Complete
1006981,2009-03-01,4158,4158,0,CBW RX,Broadcast,Federal,33.7947,-104.3567,Complete
1006983,2009-03-01,213,193,0,Gap II Broadcast,Broadcast,Federal,34.0885,-108.5701,Complete
1006985,2009-03-01,630,250,0,Six Shooter,Broadcast,Bureau of Land Management,33.6869,-105.9975,Complete
1006989,2009-03-01,9751,6300,0,Area 74  Units 19 and 20,Broadcast,Federal,33.4272,-108.0805,Complete
1006994,2009-03-01,1300,83,0,Comanche,Broadcast,Federal,36.4875,-105.9372,Complete
1006995,2009-03-01,5282,2000,0,Willow,Broadcast,Federal,32.6545,-108.4666,Complete
1006996,2009-03-01,230,200,0,Pecos NHP NW Pastures RX,Broadcast,National Park Service,35.5281,-105.6839,Complete
1006997,2009-03-01,400,137,0,Pecos NHP NC Pastures RX,Broadcast,Federal,35.5281,-105.6836,Complete
1006998,2009-03-01,4900,5000,0,Red Lake RX,Broadcast,Federal,32.1805,-104.6776,Complete
1006999,2009-03-01,3700,3700,0,Indian Peaks,Broadcast,Federal,33.5136,-108.0278,Complete
1007001,2009-03-01,1500,1500,0,Begoso Rx.,Broadcast,Federal,35.3981,-105.5499,Complete
1007003,2009-03-01,21000,2600,0,Valle Vidal,Broadcast,Federal,36.7921,-105.13720000000001,Complete
1007005,2009-03-01,2500,2500,0,Cloverdale,Broadcast,Federal,NA,NA,Complete
1007006,2009-03-01,13050,11381,0,East Magdalena,Broadcast,Federal,34.0186,-107.085,Complete
1007007,2009-03-01,24612,16000,0,Strawberry Peak,Broadcast,Federal,33.0386,-106.6344,Complete
1007009,2009-03-01,3600,680,0,Copperton,Broadcast,Federal,35.1686,-108.1461,Complete
1007014,2009-09-01,225.2,225.2,0,Lucas Thinning,Broadcast,Federal,33.3175,-105.5201,Complete
1007015,2009-03-01,3000,2000,0,Big Hatchet Rx,Broadcast,Federal,31.6105,-108.3363,Complete
1007016,2009-03-01,1150,360,0,Thompson Ridge Rx,Broadcast,Federal,35.9063,-106.6448,Complete
1007019,2009-09-01,500,550,0,Old Road,Broadcast,Federal,33.3439,-105.5333,Complete
1007032,2009-03-01,7270,850,0,Santa Fe Watershed,Broadcast,Federal,35.7031,-105.9015,Complete
1007041,2009-06-01,1000,235,0,Hightower WFU,Broadcast,Federal,32.9311,-108.1052,Complete
1007058,2009-09-01,1200,84,0,Capulin Rx,Broadcast,Federal,35.61444,-105.4925,Complete
1007060,2009-03-01,675,125,0,Vereda Cheatgrass Rx,Broadcast,Federal,36.8028,-107.8144,Complete
1007061,2009-03-01,1870,500,0,Dry Lakes II,Broadcast,Federal,36.618,-106.0275,Complete
1007078,2009-09-01,800,800,0,Signal Peak North RX,Broadcast,Federal,32.9439,-108.1547,Complete
1007080,2009-03-01,233,84,0,East Thunderbird RX,Broadcast,Federal,34.5728,-106.4069,Complete
1007084,2009-09-01,30,35,0,Unit 18A4,Broadcast,U.S. Fish and Wildlife Service,NA,NA,Complete
1007112,2009-03-01,1174,1174,0,Mary,Broadcast,Private,36.8486,-105.0756,Complete
1007115,2009-03-01,392,392,0,Bubbling Springs,Broadcast,Private,36.8645,-105.0918,Complete
1007117,2009-09-01,130,40,0,"Pritzlaff, A2-A3 Junction Rx",Broadcast,Private,35.7606,-105.3516,Complete
1007120,2009-03-01,150,40,0,Seco Creek,Broadcast,Private,33.095,-107.5919,Complete
1007125,2009-03-01,1500,1400,0,Lake Pasture,Broadcast,Private,35.9891,-104.4632,Complete
1007127,2009-03-01,4571,850,0,High Country Burn,Broadcast,Private,36.9301,-105.2598,Complete
1007128,2009-03-01,170,170,0,Bannon#1,Broadcast,Private,37.5483,-103.7935,Complete
1007130,2009-06-01,NA,40,0,Rhodes Piles,Pile,Private,NA,NA,Complete
1007142,2009-03-01,16868,300,0,H7,Broadcast,Private,36.8137,-104.8403,Complete
1007166,2010-03-01,440,240,0,Pecos NHP NC Pastures RX,Broadcast,Federal,35.5281,-105.6836,Complete
1007171,2010-03-01,4000,200,0,Headquarters,Broadcast,Federal,34.75195,-108.2019,Complete
1007179,2010-03-01,4000,1100,0,Mesitas,Broadcast,Federal,NA,NA,Complete
1007180,2010-03-01,7270,1450,0,Santa Fe Watershed,Broadcast,Federal,35.7031,-105.9015,Complete
1007186,2010-03-01,18000,7000,0,Eckleberger RX,Broadcast,Federal,33.58028,-108.5819,Complete
1007192,2010-03-01,279,50,0,Point Pasture RX,Broadcast,Federal,36.4819,-107.4964,Complete
1007211,2010-03-01,344,126,0,East Thunderbird RX,Broadcast,Federal,34.5728,-106.4069,Complete
1007213,2010-03-01,50,5,20000,La Cieneguilla,NA,Federal,35.5994,-106.1233,Complete
1007215,2010-12-01,775,415.20001,0,K-91 Browse,Broadcast,Federal,NA,NA,Complete
1007216,2010-03-01,3500,336,0,Mesa Camino,Broadcast,Federal,36.25528,-106.6775,Complete
1007217,2010-09-01,NA,10,144000,Gallinas   (Pile Burn),Pile,Federal,35.7012,-105.4662,Complete
1007218,2010-09-01,995,164,0,La Cueva,Broadcast,Federal,35.6162,-105.7444,Complete
1007223,2010-03-01,450,180,0,El Valle 2,Broadcast,Federal,36.1251,-105.742,Complete
1007231,2010-03-01,1200,1200,0,Dan Davis,Broadcast,Bureau of Land Management,32.5613,-104.7583,Complete
1007233,2010-03-01,3600,870,0,Copperton,Broadcast,Federal,35.1686,-108.1461,Complete
1007235,2010-03-01,3000,100,0,Centennial,Broadcast,Federal,32.358,-105.802,Complete
1007245,2010-03-01,800,460,0,Thompson Ridge RX,Broadcast,Federal,35.9063,-106.6448,Complete
1007254,2010-12-01,2000,800,0,Cottonwood,Broadcast,Federal,32.1099,-104.2311,Complete
1007255,2010-03-01,5000,200,0,Chaparral RX,Broadcast,Federal,35.9063,-106.7508,Complete
1007265,2010-03-01,1270,1270,0,Walker Rx,Broadcast,Federal,32.7864,-105.4286,Complete
1007266,2010-03-01,8800,8800,0,Hay Hollow,Broadcast,Federal,NA,NA,Complete
1007269,2010-03-01,2246,1100,0,Road 70,Broadcast,Federal,32.125,-104.7917,Complete
1007271,2010-03-01,1695,1695,0,Reventon,Broadcast,Federal,NA,NA,Complete
1007276,2010-03-01,890,890,0,"Unit 5,6,7",Broadcast,Federal,36.5544,-104.5817,Complete
1007277,2010-03-01,3275,3275,0,Willow,Broadcast,Federal,32.6545,-108.4666,Complete
1007278,2010-03-01,3850,592,0,Sargent,Broadcast,Federal,NA,NA,Complete
1007283,2010-03-01,723,723,0,K-53,Broadcast,Federal,36.5892,-103.154,Complete
1007284,2010-03-01,9078,6400,0,Area 74 units 9 and 10,Broadcast,Federal,33.4233,-107.8528,Complete
1007285,2010-03-01,7000,1300,0,Melrose Range Rx,Broadcast,Federal,34.3022,-103.7669,Complete
1007287,2010-03-01,21000,2000,0,Valle Vidal,Broadcast,Federal,36.7921,-105.13720000000001,Complete
1007288,2010-03-01,42,42,0,Paired Watershed RX,Broadcast,Federal,35.7667,-106.2667,Complete
1007289,2010-03-01,400,400,0,Copper Hill Broadcast,Broadcast,Bureau of Land Management,36.2151,-105.76220000000001,Complete
1007291,2010-03-01,60,60,0,"Gap II, Phase 2",Broadcast,Federal,34.1124,-108.5753,Complete
1007293,2010-03-01,7753,7753,0,Fisher RX,Broadcast,Federal,33.8742,-107.5875,Complete
1007294,2010-03-01,6221,5000,0,Powder Horn,Broadcast,Federal,33.0942,-108.0239,Complete
1007299,2010-06-01,4000,3135,0,Cutoff WFU,Broadcast,National Park Service,NA,NA,Complete
1007304,2010-06-01,161,303,0,Diegito WFU,Broadcast,Federal,36.077,-106.6825,Complete
1007312,2010-03-01,1416,1070,0,Dry Lakes II,Broadcast,Federal,36.618,-106.0275,Complete
1007317,2010-03-01,NA,531,15355,Munoz,Pile,Federal,33.4531,-105.4764,Complete
1007324,2010-06-01,500,262,0,Ojito WFU,Broadcast,Federal,NA,NA,Complete
1007325,2010-06-01,500,470,0,Hartman WFU,Broadcast,Federal,NA,NA,Complete
1007326,2010-03-01,900,934,0,Petaca las Tablas,Broadcast,Federal,36.5745,-106.0996,Complete
1007333,2010-09-01,NA,12,336,Walnut Fuel Wood,Pile,Federal,33.5233,-105.6987,Complete
1007334,2010-03-01,200,100,0,Crow and Big Blue Mesa,Broadcast,Federal,NA,NA,Complete
1007335,2010-03-01,400,50,0,Timberon,Broadcast,Federal,32.6087,-105.7378,Complete
1007336,2010-09-01,2300,2300,0,Mill/Scott RX,Broadcast,Federal,32.9831,-108.2606,Complete
1007346,2010-03-01,180,182,0,A3-South Sapello Rx,Broadcast,Private,35.7619,-105.3423,Complete
1007347,2010-03-01,99,20,0,Rt 266-La Canada RX,Broadcast,Private,35.7756,-105.3458,Complete
1007365,2010-03-01,16868,315,0,H7,Broadcast,Private,36.8137,-104.8403,Complete
1007370,2010-03-01,7425,2000,0,H12,Broadcast,Private,36.9371,-105.1674,Complete
1007383,2010-03-01,20884,301,0,WS1,Broadcast,Private,36.5154,-104.8208,Complete
1007385,2010-03-01,16951,400,0,WS3,Broadcast,Private,36.4979,-104.6268,Complete
1007387,2010-03-01,50,50,0,A2-A3 Junction Rx (Ph 2),Broadcast,Private,35.7606,-105.3516,Complete
1007389,2010-12-01,160,160,0,MVE Red Arroyo,Broadcast,Private,32.8875,-106.0326,Complete
1007397,2010-06-01,400,232,0,Bannon#2,Broadcast,Private,NA,NA,Complete
1007401,2010-09-01,200,100,0,Abiquiu  Grant,Broadcast,Private,36.125,-106.3751,Complete
1007404,2010-03-01,300,300,750000,Lazy 6,NA,NM State Land Office,35.1502,-105.4229,Complete
1007408,2011-03-01,15751,386,0,Santa Barbara,Broadcast,Federal,36.07,-105.8,Complete
1007412,2011-06-01,4000,1700,0,Gallinas RX,Broadcast,Federal,34.2208,-107.5009,Complete
1007415,2011-03-01,10000,5258,0,Eckleberger Rx,Broadcast,Federal,33.58028,-108.5819,Complete
1007418,2011-03-01,455,100,0,Glenwood Adminsite,Broadcast,Federal,33.3023,-108.8953,Complete
1007419,2011-12-01,775,320,0,K-91 Browse,Broadcast,Federal,36.0308,-104.3858,Complete
1007420,2011-03-01,500,428,50000,San Ignacio,NA,Federal,34.3,-108.12,Complete
1007422,2011-03-01,350,250,0,Iron Mine RX,Broadcast,Federal,NA,NA,Complete
1007425,2011-03-01,770,150,0,Wolf Wells RX,Broadcast,Federal,34.0764,-107.4662,Complete
1007426,2011-03-01,3000,100,0,Melrose Range Rx,Broadcast,Federal,34.3022,-103.7669,Complete
1007434,2011-03-01,50,50,0,Dripping Springs,Broadcast,Federal,32.409,-106.5897,Complete
1007436,2011-03-01,3000,1250,0,Centennial Rx,Broadcast,Federal,32.358,-105.802,Complete
1007440,2011-12-01,400,400,10000,River/pile RX,Broadcast,U.S. Fish and Wildlife Service,NA,NA,Complete
1007441,2011-03-01,440,440,0,Flume Draw,Broadcast,Federal,NA,NA,Complete
1007442,2011-03-01,4000,4000,0,Hay Hollow,Broadcast,Federal,32.0242,-104.4155,Complete
1007443,2011-03-01,2280,2280,0,Cottonwood Draw,Broadcast,Federal,32.1106,-104.2304,Complete
1007445,2011-03-01,5000,818,0,Chaparral RX,Broadcast,Federal,35.9063,-106.7508,Complete
1007449,2011-03-01,2700,2700,0,Bullis,Broadcast,Federal,NA,NA,Complete
1007451,2011-03-01,2000,1300,0,Sacaton RX,Broadcast,Federal,34.0619,-106.5999,Complete
1007452,2011-09-01,NA,155,100000,Gallinas   (Pile Burn),Pile,Federal,35.7012,-105.4662,Complete
1007472,2011-03-01,200,308,0,Manzanares Cheatgrass RX,Broadcast,Federal,36.7261,-107.7319,Complete
1007503,2011-03-01,2000,10,0,Gallina WUI,Broadcast,Federal,36.20889,-106.8206,Complete
1007504,2011-03-01,3500,150,0,Mesa Camino,Broadcast,Federal,36.25528,-106.6775,Complete
1007505,2011-03-01,7270,495,20000,Santa Fe Watershed,NA,Federal,35.7031,-105.9015,Complete
1007506,2011-03-01,3000,3384,0,Area 74 - Unit 20,Broadcast,Federal,33.3984,-108.0805,Complete
1007507,2011-03-01,13516,1072,0,San Andres NWR 22-24,Broadcast,Federal,32.6522,-106.5072,Complete
1007516,2011-03-01,2452,1852,0,Juniper RX,Broadcast,Bureau of Land Management,33.6272,-104.953,Complete
1007523,2011-03-01,2416,102,0,East Centerfire Broadcast,Broadcast,Federal,33.9024,-108.8228,Complete
1007524,2011-03-01,1776,1776,0,Slaughter Mesa Unit 3,Broadcast,Federal,NA,NA,Complete
1007531,2011-03-01,1230,450,0,Red Mesa RX,Broadcast,Federal,36.56,-105.9914,Complete
1007533,2011-03-01,930,500,0,"Maxwell 3,4,5,8",Broadcast,Federal,36.5603,-104.6069,Complete
1007537,2011-03-01,145,500,0,Southwest Barbero,Broadcast,Federal,35.3544,-105.656,Complete
1007543,2011-03-01,200,95,0,Valle Canyon WildFire,Broadcast,Federal,NA,NA,Complete
1007544,2011-03-01,1000,760,0,Fullerton-Shaw,Broadcast,Federal,33.7296,-108.1508,Complete
1007547,2011-03-01,2000,50,0,Ice Canyon,Broadcast,Bureau of Land Management,NA,NA,Complete
1007559,2011-03-01,10000,80,0,Knickerbocker,Broadcast,Federal,36.8028,-107.8144,Complete
1007560,2011-03-01,700,700,0,Petaca las Tablas,Broadcast,Federal,36.5745,-106.0996,Complete
1007563,2011-09-01,2080,78,0,Roybal Springs WFU,Broadcast,Federal,NA,NA,Complete
1007564,2011-09-01,30,1558,0,Guacamalla WFU Fire,Broadcast,Federal,NA,NA,Complete
1007565,2011-09-01,500,158,0,BDR FY12 MSU,Broadcast,Federal,33.8031,-106.8844,Complete
1007566,2011-03-01,115,110,0,Los Posos,Broadcast,Federal,NA,NA,Complete
1007571,2011-09-01,1200,850,0,Laguna Ortiz Rx.,Broadcast,Federal,35.3399,-105.5853,Complete
1007573,2011-03-01,74,70,0,East Thunderbird RX,Broadcast,Federal,34.5728,-106.4069,Complete
1007576,2011-12-01,20,0,75000,Turkey Park II Piles,Pile,Federal,36.3425,-105.5638,Complete
1007580,2011-12-01,NA,0,18750,Amole Piles,Pile,Federal,36.2411,-105.5282,Complete
1007581,2011-09-01,1100,157,0,South Pastures,Broadcast,Federal,35.5292,-105.6611,Complete
1007582,2011-09-01,186,186,0,Jungle RX,Broadcast,Federal,NA,NA,Complete
1007583,2011-09-01,50,53,0,East Box Canyon,Broadcast,Bureau of Land Management,37.027,-105.8646,Complete
1007632,2011-03-01,600,1400,0,Lake Pasture,Broadcast,Private,NA,NA,Incomplete
1007637,2012-09-01,233,100,0,Carracas Rim/ Eul,Broadcast,USDA FOREST SERVICE,36.9931,-107.3267,Complete
1007638,2012-09-01,360,360,0,Southwest Banco Bonito,Broadcast,VALLES CALDERA NATIONAL PRESERVE,35.8487,-106.6095,Complete
1007639,2012-03-01,7310,7306,0,San Juan/Monument RX,Broadcast,"USFS, JEMEZ RD",35.7912,-106.6271,Complete
1007653,2012-03-01,5000,1365,0,Chaparral RX,Broadcast,USFS  SNF CUBA RD,35.9063,-106.7508,Complete
1007666,2012-03-01,762,762,0,East Sawmill RX,Broadcast,USDA GILA NATIONAL FOREST,32.669,-108.4666,Complete
1007667,2012-09-01,2036,2036,0,Farm Flat,Broadcast,USDA GILA NATIONAL FOREST,32.9961,-105.5787,Complete
1007668,2012-03-01,2100,581,0,Francisco,Broadcast,USFS,36.0526,-105.7598,Complete
1007684,2012-03-01,2416,300,0,East Centerfire Broadcast,Broadcast,"USFS, GILA NF, QUEMADO RD",33.9024,-108.8228,Complete
1007688,2012-03-01,4000,3020,0,Freeman,Broadcast,"USFS, GILA NF, QUEMADO RD",33.9253,-108.7922,Complete
1007690,2012-03-01,150,144,0,Southwest Barbero,Broadcast,"USFS, SNF, PECOS/LASVEGAS",35.3544,-105.656,Complete
1007691,2012-09-01,2940,86,855283,Gallinas   (Pile Burn),NA,"USFS,SNF,PECOS/LAS VEGAS",35.7012,-105.4662,Complete
1007694,2012-03-01,800,770,0,Wolf Wells RX,Broadcast,BLM - SOCORRO FO,34.0764,-107.4662,Complete
1007695,2012-03-01,2000,384,0,Sacaton RX,Broadcast,BLM - SOCORRO FO,34.0619,-106.5999,Complete
1007696,2012-03-01,350,100,0,Iron Mine RX,Broadcast,BLM - SOCORRO FO,33.8742,-106.2014,Complete
1007697,2012-03-01,4000,3800,0,Lower Taylor RX,Broadcast,BLM - SOCORRO FO,33.8208,-106.2167,Complete
1007701,2012-03-01,1230,624,10000,Red Mesa RX,NA,"CARSON NATIONAL FOREST, TRES PIEDRAS RANGER DISTRICT",36.56,-105.9914,Complete
1007703,2012-03-01,9000,818,0,Melrose Range Rx,Broadcast,US AIR FORCE,34.3022,-103.7669,Complete
1007720,2012-03-01,2000,1950,0,BTL North Tract,Broadcast,USFWS,33.5964,-104.3667,Complete
1007723,2012-03-01,300,200,0,Maxwell Unit 8,Broadcast,USFWS,36.5864,-104.5636,Complete
1007724,2012-03-01,300,100,0,Las Vegas RU4,Broadcast,USFWS,35.5306,-105.1489,Complete
1007726,2012-03-01,2000,0,0,SER Pinos Savanna,Broadcast,USFWS,34.2944,-106.6156,Incomplete
1007727,2012-03-01,6000,0,0,SAN FY12 Broadcast,Broadcast,USFWS,32.5533,-106.4736,Incomplete
1007729,2012-03-01,1000,1000,0,BDR CY12 MSU,Broadcast,USFWS,33.8097,-106.8761,Complete
1007730,2012-03-01,6300,300,0,Snare Mesa South,Broadcast,USFS,33.3167,-108.9984,Complete
1007734,2012-03-01,2000,315,0,Gallina WUI,Broadcast,USFS SNF,36.20889,-106.8206,Complete
1007735,2012-03-01,3000,395,0,Mesa Camino,Broadcast,USFS SNF,36.25528,-106.6775,Complete
1007736,2012-03-01,NA,0,285177,Questa Lama Piles,Pile,USDA FOREST SERVICE,36.6906,-105.5945,Complete
1007737,2012-03-01,7270,198,129600,Santa Fe Watershed,NA,USFS,35.7031,-105.9015,Complete
1007741,2012-03-01,126,126,0,Poverty Creek WUI,Broadcast,USFS,33.4849,-107.7908,Complete
1007758,2012-03-01,3260,3200,0,Sargent,Broadcast,USFS,33.8886,-107.6048,Complete
1007760,2012-03-01,1000,1000,0,Cottonwod Spring,Broadcast,BUREAU OF LAND MANAGEMENT,NA,NA,Complete
1007761,2012-03-01,5000,4000,0,WSMR Unit 13,Broadcast,USFWS,33.8011,-106.3944,Complete
1007763,2012-03-01,300,300,0,Manzanares Cheatgrass RX,Broadcast,BUREAU OF LAND MANAGMENT,36.7261,-107.7319,Complete
1007764,2012-03-01,611,600,0,Juniper RX,Broadcast,BUREAU OF LAND MANAGEMENT,33.6272,-104.953,Complete
1007770,2012-03-01,10500,3320,0,Indian Peaks FY 2012,Broadcast,"USDA FOREST SERVICE, BLACK RANGE RANGER DISTRICT, GILA N.F.",33.441,-108.0148,Complete
1007771,2012-03-01,1700,1742,0,Copperton,Broadcast,US FOREST SERVICE,35.1686,-108.1461,Complete
1007792,2012-03-01,3200,523,0,Southeast BarberoRX.,Broadcast,Federal,NA,NA,Complete
1007794,2012-09-01,455,455,0,Slaughter Mesa Unit 14,Broadcast,Federal,NA,NA,Complete
1007797,2012-09-01,210,210,0,Rattlesnake PJ Rx,Broadcast,Bureau of Land Management,36.9942,-107.8464,Complete
1007804,2012-03-01,1400,1000,100,Lake Pasture,Broadcast,MOORE LAND AND CATTLE CO.,35.9747,-104.4808,Complete
1007805,2012-03-01,70,23,0,Rt 266-La Canada RX,Broadcast,PRITZLAFF RANCH,35.7756,-105.3458,Complete
1007850,2013-03-01,6000,3200,0,Chupadera RX,Broadcast,BLM - SOCORRO FO,33.8208,-106.2167,Complete
1007853,2013-09-01,253,83,0,253 Deck Rx,Broadcast,FOREST SERVICE,34.6164,-106.4022,Complete
