BurnID,BurnName,Burn Type,Latitude,Longitude,AgencyOrCompany,TotalArea,TotalPileVolume,Burned?,Date1,Date2,Date3,Date4,Date5,Date6,Date7,LAT_PERMIT,LON_PERMIT
3534,Dubois TVRC Piles,SMP-II,43.6,-109.83,,119,29452,,,,,,,,,43.6,-109.83
1835,Bottom of Thunder,SMP-II,43.59,-110.85,Jackson Hole Mountain Resort,,,,,,,,,,,43.59,-110.85
3488,Teton Valley Ranch Camp (Hat Butte),SMP-II,43.59,-109.83,USDI-BLM-Lander Field Office,,2259,,,,,,,,,43.59,-109.83
1041,WGFD Ed O. Taylor Habitat Area,SMP-II,43.58333333,-107.0166667,Wyoming Game and Fish Department,800,,Burned,15-Mar-12,,,,,,,43.58333333,-107.0166667
1245,Warmsprings Timber,SMP-II,43.58047222,-109.8456667,USDA-USFS-Shoshone NF-Dubois RD,161,,,,,,,,,,43.58047222,-109.8456667
1367,Warmsprings Timber,SMP-II,43.58047222,-109.8456667,USDA-USFS-Shoshone NF-Wind River RD,161,,Burned,29-Jan-13,,,,,,,43.58047222,-109.8456667
1529,Warmsprings Timber,SMP-II,43.58047222,-109.8456667,USDA-USFS-Shoshone NF-Wind River RD,161,,Burned,22-Jan-14,,,,,,,43.58047222,-109.8456667
1064,Warm Springs Community Pile,SMP-II,43.57119444,-109.8362222,USDA-USFS-Shoshone NF-Dubois RD,0,19000,Burned,9-Jan-12,,,,,,,43.57119444,-109.8362222
1338,Warm Springs Community Pile,SMP-II,43.57119444,-109.8362222,USDA-USFS-Shoshone NF-Dubois RD,0,19000,Burned,15-Jan-13,,,,,,,43.57119444,-109.8362222
1528,Warm Springs Community Pile,SMP-II,43.57119444,-109.8362222,USDA-USFS-Shoshone NF-Wind River RD,0,19000,Burned,17-Dec-14,,,,,,,43.57119444,-109.8362222
556,Warm Springs Pile,SMP-II,43.5711,-109.8357,USDA-USFS-Shoshone NF-Dubois RD,100,15000,,,,,,,,,43.5711,-109.8357
3853,Pederson 147,SMP-II,43.57,-110.7,,147,,Burned,4/22/2021,,,,,,,43.57,-110.7
1526,Lower Wind Piles,SMP-II,43.56404444,-109.8657167,USDA-USFS-Shoshone NF-Wind River RD,374,,,,,,,,,,43.56404444,-109.8657167
1759,"LWT39 DELTA, ECHO, CHARLIE",SMP-II,43.56,-109.84,USDA-USFS-Shoshone NF,522,44850,,,,,,,,,43.56,-109.84
1889,State School Section,SMP-II,43.56,-110.82,Trees R Us Tree Service,,24000,,,,,,,,,43.56,-110.82
1940,"LWT39 DELTA, ECHO, CHARLIE",SMP-II,43.56,-109.84,USDA-USFS-Shoshone NF,522,44850,Burned,1/26/2016,1/27/2016,1/28/2016,1/29/2016,2/3/2016,2/10/2016,2/17/2016,43.56,-109.84
3054,"LWT39 Alpha, Bravo",SMP-II,43.56,-109.84,"USDA Forest Service, Shoshone National Forest",250,37699,,,,,,,,,43.56,-109.84
3066,"LWT39 Alpha, Bravo",SMP-II,43.56,-109.84,"USDA Forest Service, Shoshone National Forest",250,37699,,,,,,,,,43.56,-109.84
3106,LWT39 Delta Charlie,SMP-II,43.56,-109.84,USDA-USFS-Shoshone NF-Wind River RD,522,,,,,,,,,,43.56,-109.84
3143,"Porcupine, Muskrat",SMP-II,43.56,-109.8,USDA-USFS-Shoshone NF-Wind River RD,0,6714,,,,,,,,,43.56,-109.8
3213,State School Section,SMP-II,43.56,-110.82,Trees R Us Tree Service,,21000,,,,,,,,,43.56,-110.82
3270,"LWT-39 A,B,D Machine Piles",SMP-II,43.56,-109.85,USDA-USFS-Shoshone NF-Washakie RD,518,238761,Burned,2/7/2018,,,,,,,43.56,-109.85
3271,"Porcupine, Muskrat Deck",SMP-II,43.56,-109.8,USDA-USFS-Shoshone NF-Washakie RD,0,2587,Burned,2/7/2018,,,,,,,43.56,-109.8
1049,Wildcat Stimulus,SMP-II,43.52644444,-109.7745,USDA-USFS-Shoshone NF-Dubois RD,141,232687,Burned,23-Oct-12,24-Oct-12,,,,,,43.52644444,-109.7745
1389,National Elk Refuge Burn Pit,SMP-II,43.52404436,-110.6946132,USDI-USFWS-National Elk Refuge,,11200,Burned,13-Feb-13,,,,,,,43.52404436,-110.6946132
3489,Tie Camp Piles,SMP-II,43.52,-109.77,USDA-USFS-Shoshone NF-Washakie RD,60,490324,,,,,,,,,43.52,-109.77
3633,Tie Camp Piles,SMP-II,43.52,-109.77,USDA-USFS-Shoshone NF-Wind River RD,61,490324,Burned,1/27/2020,,,,,,,43.52,-109.77
1269,Lower Wind Units,SMP-II,43.51605556,-109.7067222,USDA-USFS-Shoshone NF-Dubois RD,24,,,,,,,,,,43.51605556,-109.7067222
1371,Lower Wind Units,SMP-II,43.51605556,-109.7067222,USDA-USFS-Shoshone NF-Wind River RD,24,,,,,,,,,,43.51605556,-109.7067222
1750,"Cow Camp Unit 1,2,3,4",SMP-II,43.51,-105.02,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,1530,,,,,,,,,,43.51,-105.02
1840,LOWER Wind T 18 hand,SMP-II,43.51,-109.71,USDA-USFS-Shoshone NF-Wind River RD,22,,,,,,,,,,43.51,-109.71
1936,LOWER Wind T 18 hand,SMP-II,43.51,-109.71,USDA-USFS-Shoshone NF,22,,,,,,,,,,43.51,-109.71
1988,"Cow Camp Unit 1,2,3,4",SMP-II,43.51,-105.02,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,1530,,,,,,,,,,43.51,-105.02
3077,Lower Wind T 18 Hand,SMP-II,43.51,-109.71,USDA-USFS-Shoshone NF-Wind River RD,22,,,,,,,,,,43.51,-109.71
3146,Lower Wind T 18 Hand,SMP-II,43.51,-109.71,USDA-USFS-Shoshone NF-Wind River RD,22,,,,,,,,,,43.51,-109.71
1075,Cow Camp Unit 1-4,SMP-II,43.505,-105.0244444,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,1530,,Burned,15-Mar-12,,,,,,,43.505,-105.0244444
598,Cow Camp,SMP-II,43.505,-105.0244444,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,1530,,,,,,,,,,43.505,-105.0244444
529,Trout Creek,SMP-II,43.50166667,-107.4452778,USDI-BLM-Worland Field Office,100,,,,,,,,,,43.50166667,-107.4452778
1752,Horse Creek Unit 1 & 2,SMP-II,43.49,-105.04,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,445,,,,,,,,,,43.49,-105.04
742,Horse Creek,SMP-II,43.4875,-105.0152778,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,445,,Burned,18-Mar-11,,,,,,,43.4875,-105.0152778
1989,"East Pasture Unit 1, 2, & 3",SMP-II,43.47,-104.98,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,2620,,,,,,,,,,43.47,-104.98
1076,East Pasture Unit 2 & 3,SMP-II,43.46694444,-104.9830556,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,1350,,,,,,,,,,43.46694444,-104.9830556
1496,"East Pasture Unit 1, 2, & 3",SMP-II,43.4669,-104.98,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,2620,,,,,,,,,,43.4669,-104.98
600,Lower Antelope,SMP-II,43.46305556,-105.1286111,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,960,,,,,,,,,,43.46305556,-105.1286111
3619,Philp Prescribed Burn - 2020,SMP-II,43.46,-107.82,USDI-BLM-Lander Field Office,350,,,,,,,,,,43.46,-107.82
3817,Phillip Prescribed Fire,SMP-II,43.46,-107.82,,500,,,,,,,,,,43.46,-107.82
741,East Pasture,SMP-II,43.45694444,-104.9966667,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,2620,,Burned,19-Mar-11,,,,,,,43.45694444,-104.9966667
599,East Pasture,SMP-II,43.45694444,-104.9966667,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,2620,,,,,,,,,,43.45694444,-104.9966667
3838,PF-20 Mosquito Creek,SMP-II,43.45,-110.95,,2639,,Burned,4/13/2021,4/14/2021,4/20/2021,4/21/2021,4/22/2021,5/6/2021,5/7/2021,43.45,-110.95
3372,Mosquito Creek North RX,SMP-II,43.45,-110.93,USDA-USFS-Bridger-Teton NF-Kemmerer RD,119,,,,,,,,,,43.45,-110.93
3647,PF-20 Mosquito Creek North RX,SMP-II,43.45,-110.95,Wyoming State Forestry Division,2639,,,,,,,,,,43.45,-110.95
1751,Vest Draw Rx,SMP-II,43.44,-105.12,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,1000,,Burned,3/13/2015,,,,,,,43.44,-105.12
1090,Vest Draw Rx,SMP-II,43.43583333,-105.1194444,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,1000,,,,,,,,,,43.43583333,-105.1194444
1377,Vest Draw Rx,SMP-II,43.43583333,-105.1194444,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,1000,,,,,,,,,,43.43583333,-105.1194444
1501,Vest Draw Rx,SMP-II,43.43583333,-105.1194444,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,1000,,,,,,,,,,43.43583333,-105.1194444
1253,Russian Olive,SMP-II,43.43147222,-104.9596389,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,40,,,,,,,,,,43.43147222,-104.9596389
1382,Russian Olive,SMP-II,43.43147222,-104.9596389,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,40,,,,,,,,,,43.43147222,-104.9596389
1499,Russian Olive,SMP-II,43.43147222,-104.9596389,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,40,,,,,,,,,,43.43147222,-104.9596389
1498,Rothleutner Unit 3,SMP-II,43.41527778,-105.011234,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,989,,,,,,,,,,43.41527778,-105.011234
1074,Rothleutner Unit 3,SMP-II,43.41527778,-105.0113889,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,989,,Burned,15-Mar-12,,,,,,,43.41527778,-105.0113889
3812,Copper Mountain Piles,SMP-II,43.41,-108.03,,77,85500,,,,,,,,,43.41,-108.03
3648,Talyor Mountain RX Unit 4,SMP-II,43.4,-110.87,Wyoming State Forestry Division,384,,,,,,,,,,43.4,-110.87
3839,PF-30,SMP-II,43.38,-110.87,,,,Burned,4/16/2021,4/19/2021,,,,,,43.38,-110.87
3649,Taylor Mountain RX unit 2,SMP-II,43.38,-110.87,Wyoming State Forestry Division,411,,,,,,,,,,43.38,-110.87
740,Rothleutner,SMP-II,43.37777778,-104.9925,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,4279,,Burned,20-Mar-11,,,,,,,43.37777778,-104.9925
597,Rothleutner,SMP-II,43.37777778,-104.9925,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,3290,,,,,,,,,,43.37777778,-104.9925
3482,Trails End RD RX,SMP-II,43.36,-110.85,USDA-USFS-Bridger-Teton NF-Jackson RD,371,,Burned,4/29/2019,5/4/2019,,,,,,43.36,-110.85
3650,Trails End Rd RX,SMP-II,43.36,-110.85,Wyoming State Forestry Division,371,,,,,,,,,,43.36,-110.85
1042,Fall Creeks Ranch Pile Burn,SMP-II,43.3541,-110.8662,"Falls Creek Ranch, LLC",5,67500,Burned,26-Jan-12,27-Jan-12,2-Feb-12,6-Feb-12,13-Feb-12,16-Feb-12,17-Feb-12,43.3541,-110.8662
1740,Horse Creek Prescribed Burn,SMP-II,43.32,-110.75,USDA-USFS-Bridger-Teton NF-Jackson RD,1300,,,,,,,,,,43.32,-110.75
1741,South Fall Prescribed Burn,SMP-II,43.32,-110.75,USDA-USFS-Bridger-Teton NF-Jackson RD,1600,,,,,,,,,,43.32,-110.75
2011,South Fall Creek-North Unit,SMP-II,43.32,-110.75,USDA-USFS-Bridger-Teton NF-Jackson RD,300,,Burned,4/18/2016,4/21/2016,,,,,,43.32,-110.75
1560,Lower Palmer Presribed Burn,SMP-II,43.31611111,-110.7319444,USDA-USFS-Bridger-Teton NF-Big Piney RD,250,,,,,,,,,,43.31611111,-110.7319444
563,Pritchard Pass,SMP-II,43.3149893,-110.8090527,USDA-USFS-Bridger-Teton NF-Jackson RD,46,110000,Burned,2-Dec-10,,,,,,,43.3149893,-110.8090527
692,Pile Burning,SMP-II,43.31021389,-110.8024889,USDA-USFS-Bridger-Teton NF-Moran RD,35,,,,,,,,,,43.31021389,-110.8024889
729,Pile Burning 2011,SMP-II,43.31021389,-110.8024889,USDA-USFS-Bridger-Teton NF-Moran RD,35,,,,,,,,,,43.31021389,-110.8024889
2014,South Fall Creek-South Unit,SMP-II,43.31,-110.75,USDA-USFS-Bridger-Teton NF-Jackson RD,150,,,,,,,,,,43.31,-110.75
731,Upper Palmer Prescribed Burn,SMP-II,43.30810444,-110.7208825,USDA-USFS-Bridger-Teton NF-Moran RD,400,,Burned,23-Sep-11,24-Sep-11,25-Sep-11,,,,,43.30810444,-110.7208825
1350,Lower Palmer,SMP-II,43.3075,-110.7369444,USDA-USFS-Bridger-Teton NF-Moran RD,200,,,,,,,,,,43.3075,-110.7369444
679,Upper Palmer Creek,SMP-II,43.304486,-110.719072,USDA-USFS-Bridger-Teton NF-Jackson RD,400,,,,,,,,,,43.304486,-110.719072
2025,Red Cliff T.S. Piles,SMP-II,43.28,-109.99,USDA-USFS-Bridger-Teton NF-Big Piney RD,,26000,,,,,,,,,43.28,-109.99
1557,Willow Creek,SMP-II,43.27666667,-110.6852778,USDA-USFS-Bridger-Teton NF-Big Piney RD,715,,,,,,,,,,43.27666667,-110.6852778
1346,Willow Creek,SMP-II,43.27666667,-110.6852778,USDA-USFS-Bridger-Teton NF-Moran RD,1200,,,,,,,,,,43.27666667,-110.6852778
680,Beaver Mountain,SMP-II,43.27,-110.6361111,USDA-USFS-Bridger-Teton NF-Jackson RD,575,,,,,,,,,,43.27,-110.6361111
1743,Beaver Mountain Prescribed Burn,SMP-II,43.27,-110.64,USDA-USFS-Bridger-Teton NF-Jackson RD,400,,,,,,,,,,43.27,-110.64
1796,Red Cliff WUI,SMP-II,43.27,-110,USDA-USFS-Bridger-Teton NF-Big Piney RD,61,,,,,,,,,,43.27,-110
3364,Beaver Mountain Prescribed Burn,SMP-II,43.27,-110.64,USDA-USFS-Bridger-Teton NF-Jackson RD,600,,,,,,,,,,43.27,-110.64
1863,Red Cliff WUI Project,SMP-II,43.27,-110,USDA-USFS-Bridger-Teton NF-Pinedale RD,,20682,,,,,,,,,43.27,-110
2080,Beaver Mtn RX,SMP-II,43.27,-110.64,USDA-USFS-Bridger-Teton NF-Pinedale RD,600,,,,,,,,,,43.27,-110.64
3171,"Beaver Mtn, Bryan Flats",SMP-II,43.27,-110.64,USDA-USFS-Bridger-Teton NF-Jackson RD,600,,,,,,,,,,43.27,-110.64
732,Beaver Mountain Prescribed Burn,SMP-II,43.26844944,-110.6338675,USDA-USFS-Bridger-Teton NF-Moran RD,1249,,,,,,,,,,43.26844944,-110.6338675
1095,Beaver Mountain Prescribed Burn,SMP-II,43.26844944,-110.6338675,USDA-USFS-Bridger-Teton NF-Moran RD,1249,,,,,,,,,,43.26844944,-110.6338675
1347,Beaver Mountain Prescribed Burn,SMP-II,43.26844944,-110.6338675,USDA-USFS-Bridger-Teton NF-Moran RD,1249,,,,,,,,,,43.26844944,-110.6338675
1556,Beaver Mountain Prescribed Burn,SMP-II,43.26844944,-110.6338675,USDA-USFS-Bridger-Teton NF-Big Piney RD,400,,,,,,,,,,43.26844944,-110.6338675
608,Red Cliff,SMP-II,43.25991667,-109.9948889,USDA-USFS-Bridger-Teton NF-Pinedale RD,300,12000,,,,,,,,,43.25991667,-109.9948889
1778,BOR - Ocean Lake - Pond 6,SMP-II,43.23,-108.52,USDI-BLM-Ft. Washakie Field Office,54,,Burned,3/12/2015,,,,,,,43.23,-108.52
1550,BOR - Ocean Lake - Pond 5,SMP-II,43.19993333,-108.5506722,USDI-BLM-Ft. Washakie Field Office,55,,Burned,8-Apr-14,,,,,,,43.19993333,-108.5506722
1117,BOR - Ocean Lake,SMP-II,43.1923926,-109.1403563,USDI-BLM-Lander Field Office,50,,,,,,,,,,43.1923926,-109.1403563
1388,BOR - Ocean Lake,SMP-II,43.1923926,-109.1403563,USDI-BLM,89,,Burned,25-Feb-13,,,,,,,43.1923926,-109.1403563
525,07HFR-Argo Butte,SMP-II,43.192,-108.904,USDI-BIA,253,,Burned,4-Apr-08,12-Apr-08,,,,,,43.192,-108.904
621,Monument Unit 2,SMP-II,43.190379,-110.4125854,USDA-USFS-Bridger-Teton NF-Pinedale RD,1000,,,,,,,,,,43.190379,-110.4125854
1991,BOR - Ocean Lake,SMP-II,43.19,-108.55,USDI-BLM-Lander Field Office,110,,Burned,2/11/2016,,,,,,,43.19,-108.55
3618,Ocean Lake Prescribed Burn,SMP-II,43.19,-108.53,USDI-BLM-Lander Field Office,140,,,,,,,,,,43.19,-108.53
3816,Ocean Lake,SMP-II,43.19,-108.54,USDI-BLM-Lander Field Office,150,,Burned,5/5/2021,,,,,,,43.19,-108.54
603,Bradley Mountain Rx Burn,SMP-II,43.15944444,-110.9747222,USDA-USFS-Bridger-Teton NF-Greys River RD,4610,,Burned,28-May-09,23-Sep-09,24-Sep-09,25-Sep-09,,,,43.15944444,-110.9747222
3764,Cabin Crek South,SMP-II,43.12,-109.64,,101,,Burned,4/25/2021,,,,,,,43.12,-109.64
589,Hoback Ranches Fuel Reduction,SMP-II,43.1043818,-110.2242586,USDI-BLM-Pinedale Field Office,26,67040,,,,,,,,,43.1043818,-110.2242586
1270,Hoback Ranches Fuel Reduction,SMP-II,43.1043818,-110.2242586,USDI-BLM-Pinedale Field Office,25,12433,,,,,,,,,43.1043818,-110.2242586
1312,Hoback Ranches Fuel Reduction,SMP-II,43.1043818,-110.2242586,USDI-BLM-Pinedale Field Office,25,12433,Burned,13-Feb-13,,,,,,,43.1043818,-110.2242586
999,Hoback Ranches Fuel Reduction,SMP-II,43.1042687,-110.2634881,USDI-BLM-Pinedale Field Office,12,18650,Burned,8-Dec-11,,,,,,,43.1042687,-110.2634881
1411,Old Post & Pole Site,SMP-II,43.0906312,-108.844316,USDI-BIA-Forestry & Fire,0,21516,,,,,,,,,43.0906312,-108.844316
1397,Weiner Creek Rx Burn,SMP-II,43.0841,-110.8731,USDA-USFS-Bridger-Teton NF-Kemmerer RD,1800,,,,,,,,,,43.0841,-110.8731
1088,Weiner Creek Rx Burn,SMP-II,43.0841,-110.8731,USDA-USFS-Bridger-Teton NF-Kemmerer RD,1800,,,,,,,,,,43.0841,-110.8731
1408,Weiner Creek Rx Burn,SMP-II,43.0841,-110.8731,USDA-USFS-Bridger-Teton NF-Kemmerer RD,1800,,,,,,,,,,43.0841,-110.8731
1558,Weiner Creek Rx Burn,SMP-II,43.0841,-110.8731,USDA-USFS-Bridger-Teton NF-Kemmerer RD,1800,,,,,,,,,,43.0841,-110.8731
1760,Weiner Creek RX Burn,SMP-II,43.08,-110.87,USDA-USFS-Bridger-Teton NF-Kemmerer RD,1800,,,,,,,,,,43.08,-110.87
2040,Weiner Creek Rx Burn,SMP-II,43.08,-110.87,USDA-USFS-Bridger-Teton NF-Kemmerer RD,1800,,,,,,,,,,43.08,-110.87
3126,Weiner Creek Rx Burn,SMP-II,43.08,-110.87,USDA-USFS-Bridger-Teton NF-Kemmerer RD,1800,,,,,,,,,,43.08,-110.87
651,Zach Roberts,SMP-II,43.07648333,-110.2193867,"RY Timber, Inc.",250,,,,,,,,,,43.07648333,-110.2193867
908,Weiner Creek,SMP-II,43.07647222,-110.8660833,USDA-USFS-Bridger Teton NF-Greys River RD,1000,,,,,,,,,,43.07647222,-110.8660833
701,Zach Roberts Pile Burns,SMP-II,43.06683028,-110.2168422,"RY Timber, Inc.",125,15,,,,,,,,,43.06683028,-110.2168422
738,Timmoco Creek (Units 5 & 6),SMP-II,43.0042619,-109.0992893,USDI-BIA,30,9400,,,,,,,,,43.0042619,-109.0992893
1357,Fort Washakie Sundance WUI Pile,SMP-II,43.0039869,-108.8834248,USDI-BIA-Forestry & Fire,1,1975,Burned,7-Mar-13,,,,,,,43.0039869,-108.8834248
2022,Captain T.S. Piles,SMP-II,42.99,-110.48,USDA-USFS-Bridger-Teton NF-Big Piney RD,,18800,,,,,,,,,42.99,-110.48
3493,West Fort RX,SMP-II,42.97,-109.76,USDA-USFS-Bridger-Teton NF-Pinedale RD,190,,,,,,,,,,42.97,-109.76
3845,South Fort RX,SMP-II,42.96,-109.75,,380,,,,,,,,,,42.96,-109.75
1860,Skyline Drive Road Construction Project,SMP-II,42.96,-109.77,USDA-USFS-Bridger-Teton NF-Pinedale RD,,12643,,,,,,,,,42.96,-109.77
3646,South Fort RX,SMP-II,42.96,-109.75,USDA-USFS-Bridger-Teton NF-Pinedale RD,380,,,,,,,,,,42.96,-109.75
3150,Sylvan Bay Road RX,SMP-II,42.95,-109.21,USDA-USFS-Bridger-Teton NF-Pinedale RD,126,,Burned,6/4/2017,,,,,,,42.95,-109.21
3174,Sylvan Bay Piles RX,SMP-II,42.95,-109.77,USDA-USFS-Bridger-Teton NF-Pinedale RD,12,135730,Burned,11/7/2017,11/8/2017,11/9/2017,,,,,42.95,-109.77
3517,Star Valley Front Veg RX,SMP-II,42.9,-110.81,USDA-USFS-Bridger-Teton NF-Greys River RD,800,,,,,,,,,,42.9,-110.81
1598,Hudson Brushpile,SMP-II,42.8944973,-108.5779302,Hudson,0,60000,,,,,,,,,42.8944973,-108.5779302
3326,Star Valle Front RX Burn,SMP-II,42.88,-110.8,USDA-USFS-Bridger-Teton NF-Kemmerer RD,3286,,,,,,,,,,42.88,-110.8
1132,Maki II,SMP-II,42.87125,-110.4385833,USDA-USFS-Bridger-Teton NF-Big Piney RD,100,,Burned,8-May-12,,,,,,,42.87125,-110.4385833
538,Maki Creek,SMP-II,42.87125,-110.4385833,USDA-USFS-Bridger-Teton NF-Pinedale RD,2045,,,,,,,,,,42.87125,-110.4385833
2021,Cottonwood II - Unit 12,SMP-II,42.87,-110.55,USDA-USFS-Bridger-Teton NF-Big Piney RD,155,,,,,,,,,,42.87,-110.55
3858,Strawberry,SMP-II,42.86,-110.68,,2554,,,,,,,,,,42.86,-110.68
3676,Strawberry,SMP-II,42.86,-110.68,USDA-USFS-Bridger-Teton NF-Greys River RD,2554,,,,,,,,,,42.86,-110.68
3322,Bug Creek RX,SMP-II,42.86,-110.68,USDA-USFS-Bridger-Teton NF-Kemmerer RD,421,,,,,,,,,,42.86,-110.68
1110,Cottonwood II,SMP-II,42.85948056,-110.5262556,USDA-USFS-Bridger-Teton NF-Big Piney RD,1093,,,,,,,,,,42.85948056,-110.5262556
666,Cottonwood II,SMP-II,42.85948056,-110.5262556,USDA-USFS-Bridger-Teton NF-Pinedale RD,1093,,,,,,,,,,42.85948056,-110.5262556
1453,Cottonwood II,SMP-II,42.85948056,-110.5262556,USDA-USFS-Bridger-Teton NF-Big Piney RD,1093,,,,,,,,,,42.85948056,-110.5262556
3142,Ryegrass,SMP-II,42.85,-110.09,USDI-BLM-Lander Field Office,49,,Burned,6/19/2017,,,,,,,42.85,-110.09
3513,Sjhoberg,SMP-II,42.85,-110.55,USDA-USFS-Bridger-Teton NF-Pinedale RD,155,,,,,,,,,,42.85,-110.55
1237,West Zone Piles,SMP-II,42.8372,-110.8952,USDA-USFS-Bridger-Teton NF-Greys River/Kemmerer RD,62,1500,Burned,31-Oct-12,6-Nov-12,9-Nov-12,13-Nov-12,14-Nov-12,15-Nov-12,28-Nov-12,42.8372,-110.8952
1692,,SMP-II,42.8278922,-104.5377695,Town of Lusk,,10800,,,,,,,,,42.8278922,-104.5377695
1000,Scab Creek Pile Burn,SMP-II,42.8144962,-109.5561872,USDI-BLM-Pinedale Field Office,1,2578,,,,,,,,,42.8144962,-109.5561872
576,Scab Creek Pile Burn,SMP-II,42.8144962,-109.5561872,USDI-BLM-Pinedale Field Office,4,10313,Burned,15-Nov-08,2-Dec-10,,,,,,42.8144962,-109.5561872
1757,Lusk Landfill,SMP-II,42.79,-104.48,Town of  Lusk,,10800,,,,,,,,,42.79,-104.48
1595,Cottonwood II,SMP-II,42.77456389,-110.5128278,USDA-USFS-Bridger-Teton NF-Buffalo RD,118,9,Burned,5-Jun-14,8-Oct-14,11-Oct-14,17-Oct-14,,,,42.77456389,-110.5128278
1803,Cottonwood II - Unit 04,SMP-II,42.77,-110.51,USDA-USFS-Bridger-Teton NF-Big Piney RD,118,,,,,,,,,,42.77,-110.51
2020,Cottonwood II - Unit 04,SMP-II,42.77,-110.51,USDA-USFS-Bridger-Teton NF-Big Piney RD,118,,Burned,5/4/2016,6/3/2016,6/3/2016,6/3/2016,,,,42.77,-110.51
3387,9 Mile Piles,SMP-II,42.76,-108.4,,2,10000,,,,,,,,,42.76,-108.4
3759,Middle Fork H4 and H8 Piles,SMP-II,42.75,-108.85,,,155125,,,,,,,,,42.75,-108.85
3263,Middle Fork,SMP-II,42.75,-108.85,USDA-USFS-Shoshone NF-Washakie RD,212,155125,,,,,,,,,42.75,-108.85
3445,Middle Fork H4 and H8 piles,SMP-II,42.75,-108.85,USDA-USFS-Shoshone NF-Washakie RD,212,155125,,,,,,,,,42.75,-108.85
3584,Middle Fork H4 and H8 Piles,SMP-II,42.75,-108.85,USDA Forest Service,212,155125,,,,,,,,,42.75,-108.85
804,Camp Creek,SMP-II,42.74827222,-110.4382639,USDI-BLM-Rock Springs Field Office,750,,,,,,,,,,42.74827222,-110.4382639
1137,Camp Creek Rx,SMP-II,42.74827222,-110.4382639,USDI-BLM-Kemmerer RD,500,,,,,,,,,,42.74827222,-110.4382639
1399,Camp Creek Rx,SMP-II,42.7458095,-110.4655918,USDI-BLM-Pinedale Field Office,250,,,,,,,,,,42.7458095,-110.4655918
1401,Casper Mountain Slash Pile Burn 2013,SMP-II,42.7426749,-106.313407,Casper Mountain Fire District (CMFD),,200000,Burned,6-Apr-13,,,,,,,42.7426749,-106.313407
803,Casper Mountain Slash Pile Burn 2011,SMP-II,42.7426749,-106.313407,Casper Mountain Fire District,,270000,Burned,23-Apr-11,,,,,,,42.7426749,-106.313407
1130,Casper Mountain Slash Pile Burn 2012,SMP-II,42.7426749,-106.313407,Casper Mountain Fire District (CMFD),,270000,Burned,14-Apr-12,,,,,,,42.7426749,-106.313407
606,Casper Mountain Slash Pile Burn 2009,SMP-II,42.7426749,-106.313407,Casper Mountain Fire District (CMFD),,120000,,,,,,,,,42.7426749,-106.313407
534,Casper Mountain Slash Pile Burn 2008,SMP-II,42.7426749,-106.313407,Casper Mountain Fire District (CMFD),,53000,,,,,,,,,42.7426749,-106.313407
1601,Casper Mountain Slash Pile Burn 2014,SMP-II,42.7426749,-106.313407,Casper Mountain Fire District,,100000,Burned,10-May-14,,,,,,,42.7426749,-106.313407
1808,Casper Mountain Slash Pile Burn 2015,SMP-II,42.74,-106.31,Casper Mountain Fire District (CMFD),,100000,Burned,4/11/2015,,,,,,,42.74,-106.31
1879,West End Fuel Break Slash Pile Burn,SMP-II,42.74,-106.37,Wyoming State Forestry Division,20,36000,,,,,,,,,42.74,-106.37
1981,West End Fuel Break Slash Pile Burn,SMP-II,42.74,-106.37,Wyoming State Forestry Division,20,36000,,,,,,,,,42.74,-106.37
2029,Casper Mountain Slash Pile Burn 2016,SMP-II,42.73,-106.3,Casper Mountain Fire District (CMFD),,450000,Burned,4/23/2016,,,,,,,42.73,-106.3
