name,start_date,end_date,agency,unit,acres,type,receptors,lat,lng,approval_type,elevation,airshed,class1,nonattainment,added_on
Cold Springs DWR,11/4/2022,11/10/2022,State,Southeastern Area,20,Piles,"East Carbon City, Utah, East Carbon City, Utah, East Carbon City, Utah, East Carbon City, Utah, East Carbon City, Utah, East Carbon City, Utah, East Carbon City, Utah, East Carbon City, Utah",39.649,-110.315,,7500,"16 - Above 6,500 feet",FALSE,FALSE,11/3/2022
Pinebrook HOA Pile Burn,11/4/2022,11/11/2022,LPE,Local or Private Entity,1,Piles,Greater Snyderville Basin. ,40.737,-111.566,,6900,6 (Wasatch Back),FALSE,FALSE,11/3/2022
South Zone Piles - Lamb's Canyon Phase 1,11/4/2022,11/11/2022,USFS,UWC NF South Zone,2,Piles,"Lost Acres Community, Lower Canyon Community, Forest Home Community, Interstate 80 in Parley's Canyon, Summit Park, Pinebrook, Kimball Junction, Snyderville Basin, Mt. Aire Community, Eastern Salt Lake Valley",40.716,-111.645,,7050,8 (S. Wasatch Front),FALSE,TRUE,11/3/2022
Heber-Kamas Pile Burn,11/3/2022,11/6/2022,USFS,UWC NF East Zone,3,Piles,"Wolf Creek Pass, Hanna, HWY 35",40.4979,-111.0787,,8500,6 (Wasatch Back),FALSE,FALSE,11/2/2022
Heber-Kamas Pile Burn,11/3/2022,11/6/2022,USFS,UWC NF East Zone,5,Piles,"Wolf Creek Pass, Hanna",40.5238,-110.9521,,9450,6 (Wasatch Back),FALSE,FALSE,11/2/2022
Heber-Kamas Pile Burn,11/4/2022,11/6/2022,USFS,UWC NF East Zone,3,Piles,"Samak, Kamas, HWY 150",40.62,-111.211,,7450,6 (Wasatch Back),FALSE,FALSE,11/2/2022
The Enclave HOA Pile Burn,11/2/2022,11/8/2022,LPE,Local or Private Entity,2,Piles,Greater Snyderville Basin. ,40.699,-111.56,,6900,"16 - Above 6,500 feet",FALSE,FALSE,11/1/2022
Central Area Piles,10/31/2022,11/30/2022,State,Central Area,300,Piles,"Monroe City Down Canyon to the West, Grass Valley Koosharem Area, Hwy 62 Corridor.",38.587,-111.981,,9450,13 (Sevier R.),FALSE,FALSE,10/31/2022
Beaver Ranger District Slash Piles 2022,11/2/2022,11/8/2022,USFS,Fishlake NF Beaver,250,Piles,"Beaver, Manderfield",38.259,-112.522,,6690,2 (S. West Desert),FALSE,FALSE,10/31/2022
Willow Fuels Project (Piles and Broadcast),10/31/2022,11/6/2022,USFS,Manti-La Sal North Zone,250,Broadcast,"Mt Pleasant, Spring City, Manti, Ephraim, Manti, Ephraim, Mt Pleasant, Spring City",39.33,-111.511,,6800,"16 - Above 6,500 feet",FALSE,FALSE,10/28/2022
Summit Park Pile Burn,10/31/2022,11/5/2022,LPE,Local or Private Entity,2,Piles,Greater Snyderville Basin. ,40.735,-111.616,,8500,"16 - Above 6,500 feet",FALSE,FALSE,10/28/2022
Central Area Piles,10/30/2022,10/31/2022,State,Central Area,5,Piles,"Monroe City Down Canyon to the West, Grass Valley Koosharem Area, Hwy 62 Corridor.",38.587,-111.982,,9450,13 (Sevier R.),FALSE,FALSE,10/28/2022
Evanston-Mountain View Pile Burn,10/29/2022,11/5/2022,USFS,UWC NF East Zone,180,Piles,"Evanston, Mountain View, Robertson, Lonetree, McKinnon, Manilla",40.915,-110.089,,9150,7 (N. Slope Uintas),FALSE,FALSE,10/27/2022
SITLA Piles - Beaver Cty,10/27/2022,10/28/2022,State,Southwestern Area,4,Piles,"Eagle Point Resort, Beaver",38.287,-112.428,,9090,2 (S. West Desert),FALSE,FALSE,10/27/2022
Heber-Kamas Pile Burn,10/27/2022,11/2/2022,USFS,UWC NF East Zone,1,Piles,Bryant's Fork WUI,40.177,-111.205,,7840,6 (Wasatch Back),FALSE,FALSE,10/26/2022
Heber-Kamas Pile Burn,10/27/2022,11/2/2022,USFS,UWC NF East Zone,25,Piles,Soapstone Summer Homes,40.596,-110.957,,9350,6 (Wasatch Back),FALSE,FALSE,10/26/2022
Evanston-Mountain View Pile Burn,10/27/2022,11/2/2022,USFS,UWC NF East Zone,25,Piles,"Monviso, Bear River",40.843,-110.915,,9510,6 (Wasatch Back),FALSE,FALSE,10/26/2022
Heber-Kamas Pile Burn,10/27/2022,11/2/2022,USFS,UWC NF East Zone,25,Piles,"Samak, Kamas",40.636,-111.187,,7220,6 (Wasatch Back),FALSE,FALSE,10/26/2022
Grand County De Minimis Pile Burning,10/27/2022,10/27/2022,State,Southeastern Area,3,Piles,Castle Valley,38.584,-109.24,,8100,15 (San Juan R.),FALSE,FALSE,10/26/2022
South Zone Piles - Lamb's Canyon Phase 1,10/27/2022,10/31/2022,USFS,UWC NF South Zone,10,Piles,"Lost Acres Community, Lower Canyon Community, Forest Home Community, Interstate 80 in Parley's Canyon, Summit Park, Pinebrook, Kimball Junction, Snyderville Basin, Mt. Aire Community, Eastern Salt Lake Valley",40.716,-111.645,,7050,8 (S. Wasatch Front),FALSE,TRUE,10/26/2022
Central Area Piles,10/26/2022,10/27/2022,State,Central Area,2,Piles,"Monroe City Down Canyon to the West, Grass Valley Koosharem Area, Hwy 62 Corridor.",38.581,-111.99,,9350,13 (Sevier R.),FALSE,FALSE,10/25/2022
SITLA Piles - Beaver Cty,10/26/2022,11/2/2022,State,Southwestern Area,4,Piles,"Eagle Point Resort, Beaver",38.287,-112.428,,9090,2 (S. West Desert),FALSE,FALSE,10/25/2022
Beaver Ranger District Slash Piles 2022,10/26/2022,11/1/2022,USFS,Fishlake NF Beaver,200,Piles,"Beaver, Manderfield",38.237,-112.467,,6500,"16 - Above 6,500 feet",FALSE,FALSE,10/24/2022
Signal Peak Rx,10/25/2022,10/30/2022,USFS,Fishlake NF Richfield,300,Broadcast,Sevier Valley,38.642,-111.958,,9480,13 (Sevier R.),FALSE,FALSE,10/24/2022
Heber-Kamas Pile Burn,10/24/2022,10/30/2022,USFS,UWC NF East Zone,200,Piles,"Kamas, Hwy 150",40.6308,-110.9759,,9710,6 (Wasatch Back),FALSE,FALSE,10/21/2022
Deer Valley 2022,10/24/2022,10/31/2022,LPE,Local or Private Entity,3,Piles,Park City,40.62,-111.497,,8140,6 (Wasatch Back),FALSE,FALSE,10/20/2022
D1 Pondo,10/20/2022,10/26/2022,USFS,Ashley NF East Zone,105,Broadcast,"Dutch John, Manila ",40.874,-109.487,,7190,7 (N. Slope Uintas),FALSE,FALSE,10/18/2022
Trail Mtn Broadcast,10/18/2022,10/21/2022,USFS,Manti-La Sal North Zone,850,Broadcast,"Rhino Mine, Price, Huntington, Castle Dale/Orangeville, Castle Dale/Orangeville, Huntington, Rhino Mine, Price, SUFCO Mine, Skyline Mine",39.321,-111.229,,7500,"16 - Above 6,500 feet",FALSE,FALSE,10/17/2022
Signal Peak Rx,10/19/2022,10/22/2022,USFS,Fishlake NF Richfield,1500,Broadcast,"Sevier Valley, Emery County",38.639,-112.011,,10100,13 (Sevier R.),FALSE,FALSE,10/15/2022
Ray Mesa II,10/12/2022,10/21/2022,BLM,Canyon Country District,40,Piles,"Old La Sal, La Sal, Old La Sal, Paradox",38.309,-109.062,,7080,"16 - Above 6,500 feet",FALSE,FALSE,10/6/2022
Kyune Creek Rx,9/27/2022,10/3/2022,BLM,West Desert District,825,Broadcast,"Hwy 6, Union Pacific Railroad, Emma Park Rd, Hwy 191, Helper, Price",39.855,-110.931,,7400,"16 - Above 6,500 feet",FALSE,TRUE,8/23/2022
Box Elder Piles,6/10/2022,6/17/2022,State,Bear River Area,50,Piles,Willard city ,41.421,-112.067,,4200,4 (Cache/Bear R.),FALSE,TRUE,6/9/2022
Weber Piles,6/10/2022,6/16/2022,State,Bear River Area,50,Piles,Ogden City,41.241,-112.033,,4230,5 (N. Wasatch Front),FALSE,TRUE,6/9/2022
Ogden Bay WMA,5/23/2022,5/30/2022,State,Bear River Area,300,Broadcast,Ogden,41.205,-112.179,,4200,5 - N. Wasatch Front,FALSE,TRUE,5/23/2022
Big Hollow Rx,5/24/2022,5/24/2022,State,Wasatch Front Area,10,Piles,"Rush Valley, Terra, South Rim",40.337,-112.509,,5580,1 (N. West Desert),FALSE,FALSE,5/23/2022
I-80 Frontage Rd Fence Line,5/24/2022,5/25/2022,State,Wasatch Front Area,10,Broadcast,"Aragonite, Low, Clive",40.764,-112.999,,4630,1 (N. West Desert),FALSE,FALSE,5/23/2022
Little Sahara ,5/19/2022,5/25/2022,BLM,West Desert District,3,Broadcast,"Eureka, Lynndyl, Leamington Utah",39.702,-112.334,,5120,8 (S. Wasatch Front),FALSE,FALSE,5/18/2022
Box Elder Piles,5/19/2022,5/26/2022,State,Bear River Area,50,Piles,Willard city ,41.426,-112.073,,4200,4 (Cache/Bear R.),FALSE,FALSE,5/17/2022
Heber-Kamas Pile Burn,5/18/2022,5/22/2022,USFS,UWC NF East Zone,100,Piles,"Mirror Lake Highway, Kamas",40.6,-110.985,,9100,6 (Wasatch Back),FALSE,FALSE,5/16/2022
Ogden Bay WMA,5/16/2022,5/23/2022,State,Bear River Area,300,Broadcast,Ogden,41.205,-112.179,,4200,5 - N. Wasatch Front,FALSE,TRUE,5/16/2022
South Monroe,5/19/2022,5/24/2022,USFS,Fishlake NF Richfield,300,Broadcast,"Greenwich, Wayne County, Koosharem , Marysvale, Sevier Valley, North Sevier Valley, Greenwich, Sevier Valley, North Sevier Valley, Wayne County, Marysvale, Koosharem ",38.392,-112.043,,8000,"16 - Above 6,500 feet",FALSE,FALSE,5/13/2022
The Pines,5/16/2022,5/22/2022,USFS,Manti-La Sal North Zone,1000,Broadcast,Emery,38.983,-111.342,,7700,"16 - Above 6,500 feet",FALSE,FALSE,5/13/2022
Old Woman South,5/16/2022,5/22/2022,USFS,Fishlake NF Richfield,500,Broadcast,"Emery County, Accord Lakes SUFCO Mine",38.858,-111.463,,8530,12 (Upper Colo. R.),FALSE,FALSE,5/10/2022
Summit Park Pile Burn,5/11/2022,5/14/2022,LPE,Local or Private Entity,2,Piles,"Park City / Summit County neighborhoods of Summit Park, Timberline, Pinebrook, and Jeremy Ranch",40.735,-111.616,,7,"16 - Above 6,500 feet",FALSE,FALSE,5/9/2022
Old Woman South,5/9/2022,5/15/2022,USFS,Fishlake NF Richfield,1200,Broadcast,"Emery County, Accord Lakes SUFCO Mine",38.858,-111.463,,8530,12 (Upper Colo. R.),FALSE,FALSE,5/7/2022
Salt Creek WMA,5/9/2022,5/16/2022,State,Bear River Area,800,Broadcast,"Interstate 15/84/Tremonton, Interstate 15/84/Tremonton",41.629,-112.274,,4230,4 (Cache/Bear R.),FALSE,TRUE,5/6/2022
Box Elder Piles,5/9/2022,5/16/2022,State,Bear River Area,50,Piles,Willard city ,41.425,-112.066,,4200,4 (Cache/Bear R.),FALSE,TRUE,5/6/2022
Sawyer Point,5/9/2022,5/16/2022,USFS,Dixie NF Cedar City,300,Understory,"Utah State Highway 89, Hatch, Utah, Hatch, Highway 89",37.538,-112.528,,7450,13 (Sevier R.),FALSE,FALSE,5/5/2022
Ponderosa Restoration Broadcast,5/5/2022,5/12/2022,USFS,UWC NF East Zone,400,Broadcast,"Alpine Acres, Oakley, Kamas, Mirror Lake Highway, Weber Canyon, Marion, Woodland, Francis, Samak, Peoa",40.605,-111.103,,7400,"16 - Above 6,500 feet",FALSE,FALSE,5/3/2022
West Fork of Duchesne,5/5/2022,5/12/2022,USFS,UWC NF East Zone,1000,Broadcast,"Tabiona, Utah, Duchesne, Utah, Hanna, Utah",40.439,-111.024,,7600,"16 - Above 6,500 feet",FALSE,FALSE,5/3/2022
Brown’s Park Comprehensive Prescribed Fire Project,5/5/2022,5/6/2022,FWS,Rocky/Basin Refuges,50,Broadcast,"Browns park area, green river corridor and Dinosaur National Monument.",40.840711,-109.051431,,5380,7 (N. Slope Uintas),FALSE,FALSE,5/3/2022
Ray Mesa II,5/4/2022,5/6/2022,BLM,Canyon Country District,68,Piles,"Old La Sal, La Sal, Old La Sal, Paradox",38.309,-109.062,,7080,"16 - Above 6,500 feet",FALSE,FALSE,5/2/2022
West Fork,5/4/2022,5/13/2022,USFS,Dixie NF Escalante,150,Broadcast,"Capitol Reef National Park, Boulder, Utah, Box-Death Hollow Wilderness, Boulder, Utah, Box-Death Hollow Wilderness, Capitol Reef National Park",38.003,-111.482,,7770,"16 - Above 6,500 feet",FALSE,FALSE,5/2/2022
Leamington Tamarisk piles,5/2/2022,5/7/2022,State,Central Area,10,Piles,"Town of Leamington, State Highway 132",39.539,-112.275,,4690,8 (S. Wasatch Front),FALSE,FALSE,5/2/2022
West River Dip,5/3/2022,5/7/2022,State,Central Area,20,Broadcast,"Delta City, Lynndyl, and Oak City.",39.401,-112.515,,4630,2 (S. West Desert),FALSE,FALSE,5/2/2022
Blue Fly,5/4/2022,5/10/2022,USFS,Dixie NF Powell,300,Broadcast,"Bryce Canyon National Park, Bryce Canyon City, Bryce Canyon Airport, Tropic City",37.628,-112.263,,8270,13 (Sevier R.),FALSE,FALSE,5/2/2022
Upper Provo,5/5/2022,5/11/2022,USFS,UWC NF East Zone,6000,Broadcast,"Kamas, Francis, Samak, Pine Valley, Woodland, Oakley",40.624,-111.12,,7000,"16 - Above 6,500 feet",FALSE,FALSE,4/29/2022
Evanston-Mountain View Pile Burn,4/30/2022,5/7/2022,USFS,UWC NF East Zone,0.5,Piles,"Evanston, Mountain View, Robertson, Lonetree, McKinnon, Manilla",40.877,-110.828,,8560,7 (N. Slope Uintas),FALSE,FALSE,4/29/2022
Box Elder Piles,5/2/2022,5/8/2022,State,Bear River Area,600,Piles,None,41.761,-113.823,,6000,1 (N. West Desert),FALSE,FALSE,4/28/2022
Ogden Bay WMA,5/1/2022,5/7/2022,State,Bear River Area,646,Broadcast,Ogden,41.205,-112.179,,4200,5 - N. Wasatch Front,FALSE,TRUE,4/28/2022
Heber-Kamas Pile Burn,4/29/2022,5/5/2022,USFS,UWC NF East Zone,15,Piles,Samak,40.585,-110.98,,9220,6 (Wasatch Back),FALSE,FALSE,4/28/2022
Old Woman South,5/2/2022,5/8/2022,USFS,Fishlake NF Richfield,1200,Broadcast,"Emery County, Accord Lakes SUFCO Mine",38.858,-111.463,,8530,12 (Upper Colo. R.),FALSE,FALSE,4/26/2022
La Sal (D4) Pile Rx,4/27/2022,5/3/2022,USFS,Manti-La Sal South Zone,150,Piles,"Community of Castle Valley, City of Moab, Residences of Willow Basin, Community of Pack Creek",38.513,-109.323,,8140,12 (Upper Colo. R.),FALSE,FALSE,4/25/2022
Shingle Mill,4/27/2022,5/3/2022,USFS,Manti-La Sal South Zone,600,Broadcast,"Monticello, Blanding, surrounding rural areas, Blue Mtn Ranch",37.804,-109.422,,8200,15 (San Juan R.),FALSE,FALSE,4/25/2022
Leamington Tamarisk piles,4/26/2022,4/29/2022,State,Central Area,10,Piles,"Town of Leamington, State Highway 132",39.539,-112.275,,4690,8 (S. Wasatch Front),FALSE,FALSE,4/25/2022
Blue Fly,4/27/2022,5/3/2022,USFS,Dixie NF Powell,300,Broadcast,"Bryce Canyon National Park, Bryce Canyon City, Bryce Canyon Airport, Tropic City",37.635,-112.247,,7910,13 (Sevier R.),FALSE,FALSE,4/25/2022
Summit Park Pile Burn,4/27/2022,5/3/2022,LPE,Local or Private Entity,4,Piles,"Rural Summit County communities of Summit Park, Pinebrook, Timberline, and Jeremy Ranch",40.73,-111.617,,8010,8 (S. Wasatch Front),FALSE,FALSE,4/25/2022
Ponderosa Restoration Broadcast,4/27/2022,5/2/2022,USFS,UWC NF East Zone,1100,Broadcast,"Alpine Acres, Oakley, Kamas, Mirror Lake Highway, Weber Canyon, Marion, Woodland, Francis, Samak, Peoa",40.605,-111.103,,7400,"16 - Above 6,500 feet",FALSE,FALSE,4/25/2022
Box Elder Piles,4/26/2022,4/26/2022,State,Bear River Area,300,Piles,None,41.736,-113.843,,5580,1 (N. West Desert),FALSE,FALSE,4/25/2022
Sawyer Point,4/26/2022,5/3/2022,USFS,Dixie NF Cedar City,150,Understory,"Utah State Highway 89, Hatch, Utah, Hatch, Highway 89",37.548,-112.528,,7410,13 (Sevier R.),FALSE,FALSE,4/25/2022
Old Woman South,4/26/2022,5/1/2022,USFS,Fishlake NF Richfield,1200,Broadcast,"Emery County, Accord Lakes SUFCO Mine",38.858,-111.463,,8530,12 (Upper Colo. R.),FALSE,FALSE,4/22/2022
Ray Mesa II,4/27/2022,5/3/2022,BLM,Canyon Country District,68,Piles,"Old La Sal, La Sal, Old La Sal, Paradox",38.309,-109.062,,7080,"16 - Above 6,500 feet",FALSE,FALSE,4/22/2022
West Fork of Duchesne,4/26/2022,5/2/2022,USFS,UWC NF East Zone,2000,Broadcast,"Tabiona, Utah, Duchesne, Utah, Hanna, Utah",40.439,-111.024,,7600,"16 - Above 6,500 feet",FALSE,FALSE,4/21/2022
Ponderosa Restoration Broadcast,4/21/2022,4/24/2022,USFS,UWC NF East Zone,1100,Broadcast,"Alpine Acres, Oakley, Kamas, Mirror Lake Highway, Weber Canyon, Marion, Woodland, Francis, Samak, Peoa",40.605,-111.103,,7400,"16 - Above 6,500 feet",FALSE,FALSE,4/18/2022
West Fork,4/20/2022,4/29/2022,USFS,Dixie NF Escalante,100,Broadcast,"Capitol Reef National Park, Boulder, Utah, Box-Death Hollow Wilderness, Boulder, Utah, Box-Death Hollow Wilderness, Capitol Reef National Park",38.003,-111.482,,7770,"16 - Above 6,500 feet",FALSE,FALSE,4/18/2022
Beaver Ranger District Slash Piles 2022,4/19/2022,4/25/2022,USFS,Fishlake NF Beaver,20,Piles,"Junction, Circleville, Marysvale, Beaver",38.237,-112.467,,8660,2 (S. West Desert),FALSE,FALSE,4/18/2022
Shingle Mill,4/20/2022,4/26/2022,USFS,Manti-La Sal South Zone,500,Broadcast,"Monticello, Blanding, Elk Meadows, Eastland,",37.804,-109.421,,8170,15 (San Juan R.),FALSE,FALSE,4/18/2022
La Sal (D4) Pile Rx,4/22/2022,4/28/2022,USFS,Manti-La Sal South Zone,150,Piles,"Community of Castle Valley, City of Moab, Residences of Willow Basin, Community of Pack Creek",38.513,-109.317,,8140,12 (Upper Colo. R.),FALSE,FALSE,4/18/2022
Horse Hollow,4/19/2022,4/25/2022,USFS,Fishlake NF Fillmore,350,Broadcast,"Richfield City, Holden City, Fillmore City, Fillmore City, Holden City, Richfield City, I-15, Richfield City , Fillmore City, Meadow Town",38.95,-112.271,,5500,"16 - Above 6,500 feet",FALSE,FALSE,4/16/2022
Old Woman South,4/18/2022,4/24/2022,USFS,Fishlake NF Richfield,800,Broadcast,"Emery County, Accord Lakes SUFCO Mine",38.858,-111.463,,8530,12 (Upper Colo. R.),FALSE,FALSE,4/15/2022
Sawyer Point,4/18/2022,4/25/2022,USFS,Dixie NF Cedar City,300,Understory,"Utah State Highway 89, Hatch, Utah, Hatch, Highway 89",37.547,-112.529,,7380,13 (Sevier R.),FALSE,FALSE,4/14/2022
Park Ridge,4/19/2022,4/25/2022,USFS,Fishlake NF Fremont River,200,Broadcast,"Fruita, Grover, Boulder",38.103,-111.308,,7500,"16 - Above 6,500 feet",TRUE,FALSE,4/14/2022
Fremont River Slash Pile ,4/13/2022,4/19/2022,USFS,Fishlake NF Fremont River,40,Piles,Loa,38.551,-111.665,,9710,12 (Upper Colo. R.),FALSE,FALSE,4/12/2022
Summit Park Pile Burn,4/13/2022,4/20/2022,LPE,Local or Private Entity,2,Piles,"Rural Summit County communities of Summit Park, Pinebrook, Timberline, and Jeremy Ranch",40.733,-111.617,,7640,8 (S. Wasatch Front),FALSE,FALSE,4/12/2022
La Sal (D4) Pile Rx,4/13/2022,4/19/2022,USFS,Manti-La Sal South Zone,200,Piles,"Community of Castle Valley, City of Moab, Residences of Willow Basin, Community of Pack Creek",38.513,-109.326,,8140,12 (Upper Colo. R.),FALSE,FALSE,4/12/2022
Willow Fuels Project (Piles and Broadcast),4/12/2022,4/18/2022,USFS,Manti-La Sal North Zone,50,Broadcast,"Mt Pleasant, Spring City, Manti, Ephraim, Manti, Ephraim, Mt Pleasant, Spring City",39.356,-111.491,,7710,10 (San Pitch R.),FALSE,FALSE,4/11/2022
Swasey Piles,4/12/2022,4/18/2022,USFS,Manti-La Sal North Zone,100,Piles,Joes Valley ,39.38,-111.278,,7710,12 (Upper Colo. R.),FALSE,FALSE,4/11/2022
Old Woman South,4/11/2022,4/17/2022,USFS,Fishlake NF Richfield,1500,Broadcast,"Emery County, Accord Lakes SUFCO Mine",38.858,-111.463,,8530,12 (Upper Colo. R.),FALSE,FALSE,4/10/2022
Shingle Mill,4/13/2022,4/19/2022,USFS,Manti-La Sal South Zone,300,Broadcast,"Monticello City, Blanding city, Dove Creek Colorado, Eastland Utah and surrounding smaller communities ",37.806,-109.402,,7870,15 (San Juan R.),FALSE,FALSE,4/7/2022
Park Ridge,4/12/2022,4/18/2022,USFS,Fishlake NF Fremont River,200,Broadcast,"Fruita, Grover, Boulder",38.081,-111.307,,8170,12 (Upper Colo. R.),FALSE,FALSE,4/6/2022
Ray Mesa II,4/10/2022,4/16/2022,BLM,Canyon Country District,200,Piles,"Old La Sal, La Sal, Old La Sal, Paradox",38.309,-109.062,,7080,"16 - Above 6,500 feet",FALSE,FALSE,4/5/2022
Ashley NF Piles,4/7/2022,4/13/2022,USFS,Ashley NF East Zone,50,Piles,"Vernal, Roosevelt",40.626,-109.942,,8010,9 (Uinta Basin),FALSE,FALSE,4/5/2022
Powell District Piles,4/7/2022,4/13/2022,USFS,Dixie NF Powell,100,Piles,"Bryce Canyon Airport, Bryce Canyon City, Bryce Canyon City, Bryce Valley area, Bryce Canyon National Park",37.5,-112.343,,8300,13 (Sevier R.),FALSE,FALSE,4/5/2022
Fremont River Slash Pile ,4/6/2022,4/12/2022,USFS,Fishlake NF Fremont River,100,Piles,"Loa, Fremont",38.551,-111.656,,9550,12 (Upper Colo. R.),FALSE,FALSE,4/4/2022
Heber-Kamas Pile Burn,4/8/2022,4/14/2022,USFS,UWC NF East Zone,5,Piles,"Kamas, Mirror Lake Highway",40.5965,-110.9294,,9740,6 (Wasatch Back),FALSE,FALSE,4/4/2022
Old Woman South,4/6/2022,4/10/2022,USFS,Fishlake NF Richfield,3000,Broadcast,"Emery County, Accord Lakes SUFCO Mine",38.858,-111.463,,8530,12 (Upper Colo. R.),FALSE,FALSE,4/4/2022
La Sal (D4) Pile Rx,4/6/2022,4/12/2022,USFS,Manti-La Sal South Zone,150,Piles,"Community of Castle Valley, City of Moab, Residences of Willow Basin, Community of Pack Creek",38.484,-109.322,,7940,12 (Upper Colo. R.),FALSE,FALSE,4/4/2022
Swasey Piles,4/4/2022,4/10/2022,USFS,Manti-La Sal North Zone,100,Piles,Joes Valley ,39.38,-111.278,,7710,12 (Upper Colo. R.),FALSE,FALSE,4/1/2022
Willow Fuels Project (Piles and Broadcast),4/1/2022,4/7/2022,USFS,Manti-La Sal North Zone,150,Broadcast,"Mt Pleasant, Spring City, Manti, Ephraim, Manti, Ephraim, Mt Pleasant, Spring City",39.352,-111.498,,7710,10 (San Pitch R.),FALSE,FALSE,3/31/2022
Juab County Piles,4/2/2022,4/2/2022,LPE,Local Government,20,Piles,Nephi 2 miles north and sutherland bird farm .5 mile west,39.624,-111.821,,5770,8 (S. Wasatch Front),FALSE,FALSE,3/31/2022
Summit Park Pile Burn,3/31/2022,4/7/2022,LPE,Local or Private Entity,2,Piles,"Rural Summit County communities ofSummit Park, Pinebrook, Timberline, and Jeremy Ranch.",40.735,-111.617,,7320,8 (S. Wasatch Front),FALSE,FALSE,3/30/2022
Green River District Programmatic Pile Plan,3/31/2022,4/8/2022,BLM,Green River District,70,Piles,"Green River, UT,",38.718,-110.224,,4490,12 (Upper Colo. R.),FALSE,FALSE,3/30/2022
Heber-Kamas Pile Burn,4/1/2022,4/2/2022,USFS,UWC NF East Zone,5,Piles,Kamas Heber Mirror Lake Highway,40.5868,-110.968,,9420,6 (Wasatch Back),FALSE,FALSE,3/29/2022
Fremont River Slash Pile ,3/30/2022,4/5/2022,USFS,Fishlake NF Fremont River,100,Piles,"Loa, Fremont ",38.546,-111.655,,9580,12 (Upper Colo. R.),FALSE,FALSE,3/28/2022
La Sal (D4) Pile Rx,3/30/2022,4/5/2022,USFS,Manti-La Sal South Zone,100,Piles,"Community of Castle Valley, City of Moab, Residences of Willow Basin, Community of Pack Creek",38.513,-109.324,,8140,12 (Upper Colo. R.),FALSE,FALSE,3/28/2022
D4 Slash,3/28/2022,4/3/2022,USFS,Fishlake NF Richfield,500,Broadcast,"Emery, Salina",38.512,-111.991,,6500,"16 - Above 6,500 feet",FALSE,FALSE,3/27/2022
Brown Duck Club,3/27/2022,3/27/2022,LPE,Duck Clubs,20,Broadcast,"SLC Int'l, I-80, Prison, Warehouses",40.837,-112.038,,4200,8 (S. Wasatch Front),FALSE,TRUE,3/25/2022
Dikes and Piles,3/25/2022,3/31/2022,FWS,Rocky/Basin Refuges,1400,Piles,"Tremonton, Corinne, Bigham City, Tremonton, Corinne, Bigham City",41.428,-112.163,,4200,4 (Cache/Bear R.),FALSE,FALSE,3/24/2022
Powell District Piles,3/24/2022,3/30/2022,USFS,Dixie NF Powell,200,Piles,"Bryce Canyon Airport, Bryce Canyon City, Bryce Canyon City, Bryce Valley area, Bryce Canyon National Park",37.483,-112.353,,8430,13 (Sevier R.),FALSE,FALSE,3/22/2022
